uid,study_day,weekday,hr,slot,weather,temp,loc,avail,steps30pre,send,steps10
1,9,3,21,4,clear,hot,dining,True,1355.0,1,0.0
1,9,3,23,5,clear,hot,home,True,159.0,1,0.0
1,10,4,10,1,clear,mild,home,True,0.0,2,62.0
1,10,4,16,2,clear,warm,service,False,451.0,0,105.0
1,10,4,18,3,cloudy,hot,home,True,1444.0,2,449.0
1,10,4,21,4,clear,hot,home,True,2267.0,0,711.0
1,10,4,23,5,clear,warm,home,True,1510.0,2,1043.0
1,11,5,10,1,clear,cool,home,True,0.0,2,0.0
1,11,5,16,2,clear,hot,home,True,595.0,2,39.0
1,11,5,18,3,cloudy,hot,service,True,454.0,0,268.0
1,11,5,21,4,clear,hot,service,True,490.0,2,122.0
1,11,5,23,5,clear,warm,service,True,20.0,2,0.0
1,12,6,10,1,clear,cool,home,True,0.0,2,0.0
1,12,6,16,2,clear,hot,home,True,858.0,1,653.0
1,12,6,18,3,clear,hot,home,True,431.0,0,115.0
1,12,6,21,4,clear,hot,home,True,759.0,0,18.0
1,12,6,23,5,clear,hot,home,True,305.0,1,188.0
1,13,0,10,1,cloudy,mild,home,True,27.0,1,411.0
1,13,0,16,2,clear,warm,work,True,19.0,2,0.0
1,13,0,18,3,clear,warm,work,True,294.0,2,0.0
1,13,0,21,4,clear,warm,home,True,974.0,2,169.0
1,13,0,23,5,clear,warm,dining,True,0.0,2,0.0
1,14,1,10,1,cloudy,cool,home,True,0.0,1,183.0
1,14,1,16,2,clear,warm,work,True,216.0,0,278.0
1,14,1,18,3,cloudy,warm,work,True,15.0,0,0.0
1,14,1,21,4,cloudy,cold,home,True,346.0,0,199.0
1,14,1,23,5,cloudy,warm,shopping,False,491.0,0,69.0
1,15,2,10,1,clear,cool,home,True,0.0,0,0.0
1,15,2,16,2,clear,warm,home,True,686.0,0,149.0
1,15,2,18,3,clear,hot,home,True,589.0,1,0.0
1,15,2,21,4,cloudy,warm,home,True,60.0,0,18.0
1,15,2,23,5,cloudy,warm,activity,True,619.0,0,613.0
1,16,3,10,1,clear,cool,home,True,0.0,0,82.0
1,16,3,16,2,clear,warm,work,True,137.0,2,86.0
1,16,3,18,3,cloudy,warm,work,True,396.0,0,0.0
1,16,3,21,4,cloudy,warm,home,True,396.0,1,0.0
1,16,3,23,5,cloudy,mild,shopping,True,365.0,1,76.0
1,17,4,10,1,cloudy,cool,home,True,207.0,1,0.0
1,17,4,16,2,clear,warm,work,True,748.0,2,289.0
1,17,4,18,3,cloudy,warm,work,True,608.0,2,147.0
1,17,4,21,4,cloudy,warm,home,True,98.0,1,0.0
1,17,4,23,5,cloudy,warm,dining,True,92.0,2,18.0
1,18,5,10,1,cloudy,mild,home,True,0.0,0,0.0
1,18,5,16,2,cloudy,warm,home,True,1051.0,2,119.0
1,18,5,18,3,cloudy,warm,home,True,1189.0,1,298.0
1,18,5,21,4,cloudy,warm,home,True,750.0,1,346.0
1,18,5,23,5,cloudy,warm,home,True,351.0,0,25.0
1,19,6,10,1,cloudy,mild,home,True,0.0,2,0.0
1,19,6,16,2,cloudy,warm,shopping,True,29.0,0,0.0
1,19,6,18,3,cloudy,hot,dining,True,369.0,1,46.0
1,19,6,21,4,cloudy,warm,home,True,273.0,2,160.0
1,19,6,23,5,cloudy,warm,home,True,218.0,0,128.0
1,20,0,10,1,cloudy,mild,home,True,0.0,2,0.0
1,20,0,16,2,cloudy,warm,work,True,710.0,1,368.0
1,20,0,18,3,bad,warm,work,True,0.0,0,0.0
1,20,0,21,4,cloudy,warm,home,True,401.0,0,97.0
1,20,0,23,5,cloudy,warm,home,True,1130.0,0,224.0
1,21,1,10,1,cloudy,mild,home,True,0.0,2,62.0
1,21,1,16,2,clear,warm,work,True,206.0,0,505.0
1,21,1,18,3,cloudy,warm,work,True,0.0,2,0.0
1,21,1,21,4,clear,hot,home,True,489.0,0,132.0
1,21,1,23,5,cloudy,warm,dining,True,0.0,0,119.0
1,22,1,10,1,cloudy,cool,home,True,0.0,0,0.0
1,22,1,16,2,clear,hot,work,True,45.0,1,0.0
1,22,1,18,3,cloudy,hot,work,True,454.0,1,60.0
1,22,1,21,4,cloudy,hot,home,True,24.0,0,0.0
1,22,1,23,5,clear,warm,dining,True,99.0,1,0.0
1,23,2,10,1,clear,mild,home,True,0.0,0,0.0
1,23,2,16,2,cloudy,warm,work,True,245.0,0,0.0
1,23,2,18,3,clear,hot,work,True,83.0,1,0.0
1,23,2,21,4,cloudy,hot,home,True,125.0,1,0.0
1,23,2,23,5,clear,hot,dining,True,83.0,2,0.0
1,24,3,10,1,clear,mild,home,True,0.0,2,57.0
1,24,3,16,2,clear,hot,work,True,276.0,1,64.0
1,24,3,18,3,clear,hot,work,True,149.0,0,52.0
1,24,3,21,4,cloudy,warm,home,True,168.0,0,97.0
1,24,3,23,5,bad,mild,dining,True,0.0,2,0.0
1,25,4,10,1,cloudy,mild,home,True,0.0,2,162.0
1,25,4,16,2,cloudy,cold,work,True,19.0,0,93.0
1,25,4,18,3,cloudy,warm,service,True,0.0,2,0.0
1,25,4,21,4,cloudy,warm,service,True,136.0,2,87.0
1,25,4,23,5,cloudy,warm,work,True,635.0,0,443.0
1,26,5,10,1,cloudy,mild,home,True,0.0,0,0.0
1,26,5,16,2,bad,mild,home,True,311.0,0,0.0
1,26,5,18,3,cloudy,warm,home,True,556.0,1,533.0
1,26,5,21,4,clear,warm,dining,False,127.0,0,0.0
1,26,5,23,5,clear,warm,shopping,True,161.0,1,21.0
1,27,6,10,1,clear,mild,dining,True,0.0,0,0.0
1,27,6,16,2,clear,hot,home,True,0.0,0,0.0
1,27,6,18,3,clear,hot,home,True,343.0,1,0.0
1,27,6,21,4,clear,hot,home,True,264.0,2,0.0
1,27,6,23,5,clear,hot,home,True,183.0,0,72.0
1,28,0,16,2,clear,hot,home,True,910.0,2,422.0
1,28,0,18,3,clear,hot,home,True,75.0,1,75.0
1,28,0,21,4,clear,hot,shopping,True,65.0,0,35.0
1,28,0,23,5,cloudy,warm,shopping,True,97.0,1,0.0
1,29,1,10,1,cloudy,mild,dining,False,0.0,0,39.0
1,29,1,16,2,cloudy,warm,work,True,146.0,0,732.0
1,29,1,18,3,clear,hot,work,True,1549.0,0,200.0
1,29,1,21,4,cloudy,warm,home,True,128.0,2,80.0
1,29,1,23,5,cloudy,hot,shopping,True,375.0,2,147.0
1,30,2,10,1,cloudy,mild,home,True,0.0,1,0.0
1,30,2,16,2,cloudy,warm,work,True,302.0,1,0.0
1,30,2,18,3,cloudy,warm,work,True,123.0,1,0.0
1,30,2,21,4,cloudy,warm,home,True,41.0,1,45.0
1,30,2,23,5,cloudy,mild,home,True,0.0,0,0.0
1,31,3,10,1,clear,cool,home,True,0.0,2,0.0
1,31,3,16,2,clear,warm,shopping,True,156.0,1,147.0
1,31,3,18,3,clear,warm,service,True,64.0,2,0.0
1,31,3,21,4,clear,warm,activity,False,74.0,0,266.0
1,31,3,23,5,clear,warm,home,True,0.0,1,14.0
1,32,4,10,1,cloudy,cool,home,True,0.0,1,0.0
1,32,4,16,2,bad,mild,home,False,1.0,0,0.0
1,32,4,18,3,bad,mild,home,False,0.0,0,0.0
1,32,4,21,4,cloudy,mild,home,True,4.0,2,0.0
1,32,4,23,5,cloudy,mild,home,True,0.0,2,0.0
1,33,5,10,1,cloudy,cool,home,True,0.0,0,0.0
1,33,5,16,2,cloudy,cool,dining,True,33.0,0,0.0
1,33,5,18,3,cloudy,cool,shopping,True,5.0,0,0.0
1,33,5,21,4,cloudy,cool,shopping,False,174.0,0,61.0
1,33,5,23,5,cloudy,cool,service,True,0.0,1,0.0
1,34,0,10,1,clear,cool,home,True,20.0,0,0.0
1,34,0,21,4,clear,hot,home,True,0.0,0,5.0
1,34,0,23,5,clear,warm,home,True,0.0,1,0.0
1,35,1,10,1,cloudy,cool,home,True,19.0,0,9.0
1,35,1,16,2,clear,warm,work,True,0.0,2,2.0
1,35,1,18,3,clear,warm,service,False,1105.0,0,1039.0
2,1,5,0,5,clear,warm,service,True,0.0,1,0.0
2,1,5,12,1,clear,warm,shopping,True,293.0,0,181.0
2,1,5,22,4,cloudy,hot,service,False,0.0,0,0.0
2,2,6,0,5,bad,warm,dining,True,933.0,0,0.0
2,2,6,12,1,clear,warm,work,True,0.0,2,0.0
2,2,6,17,2,clear,hot,service,True,0.0,1,188.0
2,2,6,19,3,clear,hot,service,True,578.0,1,308.0
2,2,6,22,4,cloudy,hot,shopping,False,508.0,0,0.0
2,3,0,0,5,cloudy,warm,work,True,0.0,0,0.0
2,3,0,12,1,clear,mild,work,True,0.0,2,0.0
2,3,0,17,2,clear,hot,work,False,200.0,0,55.0
2,3,0,19,3,clear,hot,work,True,1419.0,1,0.0
2,3,0,22,4,clear,hot,work,True,18.0,0,0.0
2,4,1,0,5,clear,warm,work,True,139.0,2,21.0
2,4,1,12,1,clear,mild,work,True,0.0,2,0.0
2,4,1,17,2,clear,hot,work,True,0.0,0,0.0
2,4,1,19,3,clear,hot,work,True,0.0,1,49.0
2,4,1,22,4,cloudy,hot,work,True,284.0,0,0.0
2,5,2,12,1,clear,mild,work,False,0.0,0,0.0
2,5,2,17,2,clear,hot,work,True,0.0,1,0.0
2,5,2,19,3,cloudy,hot,work,True,1642.0,2,0.0
2,5,2,22,4,cloudy,warm,work,True,0.0,0,0.0
2,6,3,0,5,cloudy,warm,service,True,0.0,2,0.0
2,6,3,12,1,clear,mild,work,True,0.0,0,0.0
2,6,3,17,2,clear,warm,work,True,1551.0,0,0.0
2,6,3,19,3,clear,hot,work,True,565.0,0,24.0
2,7,4,0,5,clear,warm,work,True,0.0,1,47.0
2,7,4,12,1,clear,warm,work,True,0.0,0,0.0
2,7,4,22,4,clear,hot,work,False,0.0,0,0.0
2,8,5,0,5,clear,warm,service,True,0.0,1,0.0
2,8,5,17,2,clear,warm,work,True,71.0,0,41.0
2,8,5,19,3,cloudy,hot,service,True,74.0,2,87.0
2,8,5,22,4,cloudy,warm,work,True,0.0,2,0.0
2,9,6,0,5,clear,warm,work,True,20.0,0,35.0
2,9,6,12,1,clear,mild,work,True,0.0,0,0.0
2,9,6,19,3,clear,hot,service,True,97.0,1,0.0
2,9,6,22,4,clear,freezing,work,True,66.0,0,0.0
2,10,1,17,2,clear,warm,work,True,231.0,1,0.0
2,10,1,19,3,cloudy,warm,work,True,0.0,1,32.0
2,10,1,22,4,cloudy,warm,work,True,18.0,2,90.0
2,11,2,0,5,cloudy,warm,work,False,21.0,0,585.0
2,11,2,13,1,clear,mild,work,True,0.0,0,0.0
2,11,2,17,2,clear,warm,work,False,1683.0,0,572.0
2,11,2,19,3,cloudy,warm,work,True,0.0,0,58.0
2,11,2,22,4,cloudy,warm,work,True,329.0,0,0.0
2,12,3,0,5,clear,mild,service,True,417.0,2,38.0
2,12,3,17,2,cloudy,warm,work,True,292.0,2,0.0
2,12,3,19,3,cloudy,warm,work,True,1870.0,1,0.0
2,13,4,0,5,clear,warm,service,True,58.0,2,0.0
2,13,4,13,1,clear,mild,work,True,0.0,2,0.0
2,13,4,19,3,cloudy,warm,work,True,0.0,0,0.0
2,13,4,22,4,cloudy,warm,work,True,0.0,1,136.0
2,14,5,0,5,cloudy,warm,service,True,24.0,0,0.0
2,14,5,13,1,cloudy,mild,service,True,56.0,2,0.0
2,14,5,19,3,cloudy,warm,work,True,0.0,2,0.0
2,14,5,22,4,cloudy,warm,work,True,215.0,1,23.0
2,15,6,0,5,cloudy,warm,work,True,88.0,0,19.0
2,15,6,13,1,cloudy,mild,work,True,0.0,2,0.0
2,15,6,17,2,cloudy,warm,service,True,974.0,1,503.0
2,15,6,19,3,bad,warm,work,True,337.0,0,25.0
2,15,6,22,4,clear,warm,service,False,499.0,0,0.0
2,16,0,0,5,cloudy,warm,work,True,207.0,2,22.0
2,16,0,13,1,cloudy,mild,work,True,0.0,2,0.0
2,16,0,17,2,cloudy,warm,work,True,124.0,2,193.0
2,16,0,19,3,bad,warm,work,True,57.0,2,0.0
2,16,0,22,4,cloudy,mild,work,True,0.0,0,0.0
2,17,1,0,5,cloudy,warm,work,True,103.0,0,0.0
2,17,1,13,1,cloudy,mild,work,True,0.0,0,0.0
2,17,1,17,2,clear,warm,work,True,0.0,0,0.0
2,17,1,19,3,cloudy,warm,work,True,36.0,0,0.0
2,18,2,0,5,cloudy,warm,service,True,0.0,1,0.0
2,18,2,13,1,clear,mild,work,True,0.0,1,0.0
2,18,2,17,2,cloudy,mild,work,True,0.0,2,0.0
2,18,2,22,4,cloudy,warm,work,True,22.0,2,723.0
2,19,3,0,5,clear,mild,service,True,0.0,1,0.0
2,19,3,13,1,cloudy,mild,work,True,0.0,0,129.0
2,19,3,17,2,clear,warm,work,True,107.0,1,0.0
2,19,3,19,3,clear,warm,work,True,0.0,0,0.0
2,19,3,22,4,clear,hot,work,True,92.0,0,0.0
2,20,4,0,5,cloudy,warm,work,True,0.0,0,0.0
2,20,4,13,1,cloudy,warm,work,True,0.0,1,0.0
2,20,4,17,2,cloudy,warm,work,True,141.0,1,0.0
2,20,4,19,3,cloudy,warm,work,True,136.0,2,38.0
2,21,5,0,5,cloudy,warm,service,True,0.0,0,0.0
2,21,5,13,1,cloudy,mild,service,True,90.0,2,0.0
2,21,5,19,3,cloudy,hot,shopping,True,46.0,0,0.0
2,21,5,22,4,clear,warm,shopping,False,862.0,0,251.0
2,22,6,0,5,clear,warm,work,True,37.0,0,0.0
2,22,6,13,1,clear,mild,work,True,0.0,2,0.0
2,22,6,17,2,cloudy,hot,service,True,350.0,1,473.0
2,22,6,19,3,cloudy,hot,service,True,0.0,2,0.0
2,22,6,22,4,clear,hot,dining,True,502.0,2,91.0
2,23,0,0,5,clear,hot,work,True,215.0,0,0.0
2,23,0,13,1,clear,warm,work,True,907.0,2,675.0
2,23,0,19,3,cloudy,hot,work,True,0.0,1,309.0
2,24,2,0,5,clear,warm,work,True,0.0,1,0.0
2,24,2,13,1,clear,warm,work,True,0.0,0,0.0
2,24,2,17,2,clear,warm,work,True,580.0,2,22.0
2,24,2,19,3,cloudy,warm,work,True,0.0,2,0.0
2,24,2,22,4,cloudy,warm,work,True,0.0,1,0.0
2,25,3,0,5,cloudy,warm,work,True,183.0,2,329.0
2,25,3,13,1,clear,mild,work,True,0.0,2,0.0
2,25,3,17,2,cloudy,mild,work,True,0.0,0,0.0
2,25,3,19,3,cloudy,mild,work,True,67.0,2,18.0
2,25,3,22,4,cloudy,mild,work,True,29.0,0,0.0
2,26,4,0,5,cloudy,mild,activity,True,128.0,0,73.0
2,26,4,13,1,clear,mild,work,True,0.0,1,0.0
2,26,4,17,2,clear,warm,work,True,40.0,2,0.0
2,26,4,19,3,clear,warm,work,True,204.0,2,0.0
2,26,4,22,4,cloudy,warm,work,True,0.0,1,0.0
2,27,5,0,5,cloudy,mild,activity,True,137.0,0,0.0
2,27,5,13,1,clear,mild,work,True,0.0,2,0.0
2,27,5,17,2,clear,warm,work,True,144.0,0,0.0
2,27,5,22,4,cloudy,warm,shopping,True,667.0,0,0.0
2,28,6,0,5,clear,mild,work,True,0.0,0,557.0
2,28,6,13,1,clear,mild,work,True,0.0,0,0.0
2,28,6,17,2,cloudy,warm,service,True,170.0,0,80.0
2,28,6,19,3,cloudy,warm,service,True,240.0,0,0.0
2,28,6,22,4,cloudy,warm,service,True,366.0,2,105.0
2,29,1,0,5,cloudy,mild,work,True,1456.0,2,90.0
2,29,1,13,1,cloudy,cool,work,True,0.0,0,0.0
2,29,1,19,3,cloudy,mild,work,True,0.0,0,0.0
2,29,1,22,4,cloudy,mild,work,True,0.0,2,0.0
2,30,2,13,1,cloudy,mild,work,True,0.0,0,0.0
2,30,2,17,2,cloudy,mild,work,True,43.0,1,20.0
2,30,2,19,3,cloudy,mild,work,True,211.0,0,0.0
2,31,3,17,2,cloudy,mild,work,True,0.0,0,170.0
2,31,3,19,3,cloudy,mild,work,True,0.0,0,0.0
2,31,3,22,4,cloudy,mild,work,True,0.0,2,0.0
2,32,6,0,5,cloudy,mild,work,True,0.0,2,0.0
2,32,6,13,1,cloudy,mild,work,True,0.0,2,0.0
2,32,6,19,3,cloudy,warm,activity,True,67.0,0,45.0
2,32,6,22,4,cloudy,warm,work,True,61.0,2,23.0
2,33,1,13,1,clear,warm,work,True,0.0,0,0.0
2,33,1,17,2,clear,hot,work,True,278.0,2,1021.0
2,33,1,19,3,cloudy,hot,work,True,706.0,0,38.0
2,33,1,22,4,cloudy,hot,work,True,146.0,2,0.0
2,34,2,0,5,cloudy,warm,work,False,17.0,0,98.0
2,34,2,13,1,cloudy,warm,work,False,506.0,0,954.0
2,34,2,17,2,cloudy,hot,work,True,36.0,1,0.0
2,34,2,19,3,clear,hot,work,True,57.0,0,245.0
2,35,3,13,1,clear,warm,work,True,0.0,0,0.0
2,35,3,17,2,clear,hot,work,True,0.0,1,0.0
2,35,3,19,3,cloudy,hot,work,True,0.0,0,648.0
2,35,3,22,4,cloudy,mild,work,True,0.0,1,0.0
3,1,6,0,5,cloudy,warm,activity,True,0.0,0,0.0
3,1,6,13,1,clear,warm,activity,True,0.0,2,0.0
3,1,6,15,2,clear,warm,activity,True,264.0,2,0.0
3,1,6,18,3,cloudy,hot,activity,True,261.0,2,12.0
3,1,6,21,4,cloudy,hot,work,True,0.0,0,0.0
3,2,0,0,5,cloudy,warm,activity,True,0.0,0,0.0
3,2,0,13,1,clear,warm,work,True,0.0,0,0.0
3,2,0,15,2,clear,hot,work,True,275.0,0,0.0
3,2,0,18,3,clear,hot,work,True,0.0,0,0.0
3,2,0,21,4,clear,hot,shopping,False,194.0,0,0.0
3,3,1,0,5,clear,warm,activity,True,0.0,0,0.0
3,3,1,13,1,cloudy,warm,work,True,129.0,1,1.0
3,3,1,15,2,cloudy,warm,work,True,11.0,2,0.0
3,3,1,21,4,cloudy,warm,work,True,729.0,0,0.0
3,4,2,0,5,cloudy,warm,dining,False,1015.0,0,50.0
3,4,2,13,1,cloudy,warm,work,True,0.0,1,0.0
3,4,2,15,2,cloudy,hot,work,True,18.0,0,0.0
3,4,2,18,3,cloudy,hot,work,True,0.0,0,0.0
3,4,2,20,4,cloudy,warm,shopping,True,0.0,1,0.0
3,4,2,23,5,cloudy,warm,activity,False,118.0,0,919.0
3,5,3,13,1,clear,hot,work,True,0.0,0,0.0
3,5,3,15,2,clear,hot,service,True,337.0,0,0.0
3,5,3,18,3,clear,hot,service,True,0.0,2,0.0
3,5,3,20,4,cloudy,hot,service,True,265.0,2,0.0
3,5,3,23,5,clear,warm,shopping,False,267.0,0,0.0
3,6,4,13,1,clear,warm,work,True,0.0,2,0.0
3,6,4,15,2,clear,warm,work,True,0.0,1,0.0
3,6,4,23,5,clear,warm,dining,True,257.0,2,0.0
3,7,5,13,1,clear,warm,activity,True,0.0,1,0.0
3,7,5,15,2,clear,warm,activity,True,255.0,2,1036.0
3,7,5,18,3,cloudy,warm,activity,True,277.0,0,70.0
3,7,5,20,4,cloudy,hot,activity,True,67.0,0,0.0
3,7,5,23,5,clear,warm,activity,True,48.0,0,0.0
3,8,6,13,1,clear,warm,activity,True,23.0,2,0.0
3,8,6,15,2,clear,warm,activity,True,38.0,1,0.0
3,8,6,18,3,clear,hot,activity,True,182.0,0,21.0
3,8,6,20,4,clear,hot,activity,True,1110.0,2,895.0
3,8,6,23,5,clear,hot,service,True,278.0,2,21.0
3,9,0,13,1,clear,mild,work,True,0.0,2,67.0
3,9,0,15,2,clear,mild,work,True,0.0,1,0.0
3,9,0,18,3,clear,mild,work,True,0.0,0,0.0
3,9,0,20,4,clear,mild,work,True,0.0,0,195.0
3,9,0,23,5,clear,mild,activity,True,971.0,0,0.0
3,10,1,13,1,cloudy,warm,work,True,96.0,2,0.0
3,10,1,15,2,cloudy,warm,work,True,16.0,0,70.0
3,10,1,23,5,cloudy,warm,service,False,0.0,0,0.0
3,11,2,13,1,clear,mild,work,True,0.0,2,55.0
3,11,2,15,2,clear,mild,work,True,0.0,2,0.0
3,11,2,18,3,cloudy,warm,work,True,0.0,1,0.0
3,11,2,20,4,cloudy,warm,shopping,False,155.0,0,0.0
3,11,2,23,5,cloudy,warm,shopping,True,265.0,2,0.0
3,12,3,13,1,cloudy,mild,work,True,36.0,2,0.0
3,12,3,18,3,clear,warm,work,True,36.0,1,0.0
3,12,3,20,4,cloudy,freezing,service,False,279.0,0,14.0
3,12,3,23,5,cloudy,warm,service,True,0.0,1,0.0
3,13,4,13,1,cloudy,mild,work,True,0.0,2,0.0
3,13,4,15,2,cloudy,warm,work,True,103.0,2,0.0
3,13,4,18,3,cloudy,warm,work,True,0.0,1,203.0
3,13,4,20,4,cloudy,warm,work,True,450.0,2,0.0
3,13,4,23,5,cloudy,warm,activity,True,0.0,0,0.0
3,14,6,13,1,cloudy,mild,activity,True,0.0,1,0.0
3,14,6,15,2,cloudy,warm,activity,True,41.0,1,0.0
3,14,6,18,3,cloudy,warm,shopping,True,569.0,0,25.0
3,14,6,20,4,clear,warm,activity,False,772.0,0,538.0
3,14,6,23,5,clear,warm,activity,True,160.0,0,0.0
3,15,0,13,1,cloudy,warm,work,True,0.0,2,0.0
3,15,0,15,2,cloudy,warm,work,True,95.0,1,0.0
3,15,0,18,3,cloudy,warm,shopping,True,0.0,2,140.0
3,15,0,20,4,cloudy,warm,activity,True,40.0,1,0.0
3,15,0,23,5,cloudy,warm,activity,True,64.0,2,0.0
3,16,1,13,1,cloudy,mild,work,True,0.0,1,19.0
3,16,1,15,2,cloudy,warm,work,True,0.0,0,53.0
3,16,1,18,3,cloudy,warm,work,True,0.0,2,0.0
3,16,1,20,4,cloudy,warm,work,True,0.0,1,287.0
3,16,1,23,5,cloudy,warm,activity,False,0.0,0,206.0
3,17,2,13,1,cloudy,mild,work,True,0.0,0,0.0
3,17,2,15,2,cloudy,mild,dining,True,231.0,0,0.0
3,17,2,18,3,cloudy,warm,work,True,0.0,2,0.0
3,17,2,20,4,cloudy,warm,activity,False,273.0,0,0.0
3,17,2,23,5,clear,mild,activity,False,390.0,0,117.0
3,18,4,13,1,cloudy,mild,service,True,146.0,1,54.0
3,18,4,15,2,cloudy,warm,service,True,395.0,2,0.0
3,18,4,18,3,cloudy,warm,service,True,1708.0,1,305.0
3,18,4,20,4,clear,warm,service,True,124.0,2,0.0
3,18,4,23,5,clear,cool,shopping,True,112.0,0,54.0
3,19,5,13,1,clear,cool,shopping,True,0.0,0,0.0
3,19,5,15,2,clear,warm,activity,False,86.0,0,0.0
3,19,5,23,5,clear,warm,shopping,True,0.0,0,0.0
3,20,6,13,1,clear,mild,shopping,True,0.0,0,0.0
3,20,6,15,2,clear,warm,shopping,True,79.0,0,0.0
3,20,6,18,3,clear,hot,shopping,True,679.0,0,47.0
3,20,6,20,4,clear,hot,shopping,False,593.0,0,69.0
3,20,6,23,5,clear,warm,activity,True,0.0,0,88.0
3,21,0,13,1,clear,mild,service,True,0.0,0,0.0
3,21,0,15,2,clear,mild,dining,True,3.0,0,0.0
3,21,0,18,3,cloudy,mild,service,True,103.0,0,0.0
3,21,0,20,4,cloudy,mild,shopping,False,141.0,0,0.0
3,21,0,23,5,cloudy,mild,activity,False,0.0,0,0.0
3,22,1,13,1,cloudy,cool,work,True,0.0,2,0.0
3,22,1,15,2,cloudy,mild,work,True,0.0,2,0.0
3,22,1,18,3,cloudy,mild,work,True,0.0,2,0.0
3,22,1,20,4,cloudy,mild,service,False,155.0,0,0.0
3,22,1,23,5,cloudy,mild,shopping,True,0.0,1,0.0
3,23,2,13,1,cloudy,mild,work,True,0.0,2,0.0
3,23,2,15,2,cloudy,mild,work,True,1.0,1,0.0
3,23,2,18,3,cloudy,mild,work,True,0.0,2,1.0
3,23,2,20,4,cloudy,mild,work,True,0.0,2,208.0
3,23,2,23,5,cloudy,mild,dining,True,1021.0,1,25.0
3,24,3,13,1,cloudy,mild,work,True,0.0,0,0.0
3,24,3,15,2,cloudy,mild,work,True,154.0,1,0.0
3,24,3,18,3,cloudy,mild,work,True,0.0,2,0.0
3,24,3,20,4,cloudy,mild,dining,True,164.0,0,0.0
3,25,4,13,1,cloudy,cool,work,True,0.0,2,0.0
3,25,4,15,2,cloudy,mild,work,True,125.0,0,0.0
3,25,4,18,3,cloudy,warm,work,True,0.0,0,0.0
3,25,4,20,4,cloudy,warm,activity,False,330.0,0,0.0
3,25,4,23,5,cloudy,warm,dining,True,173.0,0,124.0
3,26,5,18,3,cloudy,warm,work,True,195.0,2,13.0
3,26,5,20,4,cloudy,warm,work,True,718.0,2,22.0
3,26,5,23,5,cloudy,warm,shopping,True,298.0,0,180.0
3,27,6,13,1,cloudy,mild,activity,True,0.0,0,0.0
3,27,6,15,2,cloudy,mild,activity,True,0.0,0,0.0
3,27,6,18,3,cloudy,warm,activity,True,0.0,2,20.0
3,27,6,20,4,cloudy,warm,work,False,770.0,0,86.0
3,27,6,23,5,clear,warm,dining,True,329.0,1,0.0
3,28,1,13,1,clear,warm,activity,True,58.0,2,249.0
3,28,1,15,2,clear,warm,dining,True,4.0,0,0.0
