user.index,decision.index.nogap,datetime,date,sugg.select.utime,sugg.select.slot,is.randomized,avail,send,send.active,send.sedentary,returned.message,sugg.response.utime,response,recognized.activity,location_group,dec.location.category,dec.weather.condition,dec.temperature,jbsteps30,jbsteps30pre
1,20.0,2015-07-26 16:30:00,2015-07-26,2015-07-26 16:30:00,2,True,True,True,True,False,Who lucked out got great weekend weather Not you Well maybe you could fit in a 10minute walk anyway,2015-07-26 16:47:23,bad,STILL,Home,home,Clear,33.0,1147.0,1484.0
1,21.0,2015-07-26 18:30:00,2015-07-26,2015-07-26 18:30:00,3,True,True,True,False,True,Dont forget to stretch at the weekend too Reach high then to the front then to the ground feel the tension release,2015-07-26 19:02:33,no_response,STILL,Home,home,Clear,29.5,1188.0,863.0
1,22.0,2015-07-26 21:30:00,2015-07-26,2015-07-26 21:30:00,4,True,True,True,True,False,From raking leaves to mowing the lawn yard work is a great form of exercise Spend 10 minutes outside any weeds to be pulled,2015-07-26 21:35:00,good,STILL,Home,home,Partly Cloudy,29.6,204.0,1011.0
1,23.0,2015-07-26 23:30:00,2015-07-26,2015-07-26 23:30:00,5,False,True,False,False,False,donotnotify,,,STILL,Home,home,Partly Cloudy,28.4,113.0,225.0
1,24.0,2015-07-27 09:30:00,2015-07-27,2015-07-27 09:30:00,1,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,14.2,0.0,0.0
1,25.0,2015-07-27 16:30:00,2015-07-27,2015-07-27 16:30:00,2,False,True,False,False,False,donotnotify,,,STILL,Work,work,Clear,28.3,0.0,24.0
1,26.0,2015-07-27 18:30:00,2015-07-27,2015-07-27 18:30:00,3,True,True,True,False,True,Hey you Have you been sitting for a while Can you take a 5 minute walking break,2015-07-27 18:35:36,good,STILL,Work,work,Clear,29.9,2240.0,0.0
1,27.0,2015-07-27 21:30:00,2015-07-27,2015-07-27 21:30:00,4,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,31.3,532.0,81.0
1,28.0,2015-07-27 23:30:00,2015-07-27,2015-07-27 23:30:00,5,True,False,False,False,False,donotnotify,,,ON_FOOT,Food & Dining,"restaurant,food,point_of_interest,establishment",Clear,31.3,3192.0,2510.0
1,29.0,2015-07-28 09:30:00,2015-07-28,2015-07-28 09:30:00,1,True,True,True,False,True,Quick lets stretch Stand up reeeeach for the sky reeeeach for your toes and repeat Feels good doesnt it,2015-07-28 09:32:27,bad,STILL,Home,home,Partly Cloudy,14.2,0.0,0.0
1,30.0,2015-07-28 16:30:00,2015-07-28,2015-07-28 16:30:00,2,True,True,True,True,False,Why not use your lunch hour to walk to your favorite healthy lunch spot,2015-07-28 16:32:05,good,STILL,Work,work,Clear,29.6,284.0,66.0
1,31.0,2015-07-28 18:30:00,2015-07-28,2015-07-28 18:30:00,3,True,True,True,True,False,Have you been staring at a screen all day Give your eyes a break by walking a lap around this floor of your office building,2015-07-28 18:37:03,good,STILL,Work,work,Clear,31.0,2939.0,0.0
1,32.0,2015-07-28 21:30:00,2015-07-28,2015-07-28 21:30:00,4,True,True,True,False,True,Tonight why not try a few stretches or yoga poses You can find beginner poses online might we suggest Childs Pose,2015-07-28 22:01:42,no_response,STILL,Home,home,Partly Cloudy,30.6,207.0,249.0
1,33.0,2015-07-28 23:30:00,2015-07-28,2015-07-28 23:30:00,5,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,32.2,2390.0,2508.0
1,34.0,2015-07-29 10:30:00,2015-07-29,2015-07-29 10:30:00,1,False,True,False,False,False,donotnotify,,,STILL,Home,home,Partly Cloudy,16.8,254.0,0.0
1,35.0,2015-07-29 16:30:00,2015-07-29,2015-07-29 16:30:00,2,True,True,True,False,True,Quick lets stretch Stand up reeeeach for the sky reeeeach for your toes and repeat Feels good doesnt it,2015-07-29 16:31:46,good,STILL,Work,work,Clear,30.6,1899.0,0.0
1,36.0,2015-07-29 18:30:00,2015-07-29,2015-07-29 18:30:00,3,True,True,True,False,True,Time for a few light stretches Start at your head work all the way down to your toes It will energize you for the rest of the work day,2015-07-29 18:33:26,good,STILL,Work,work,Mostly Cloudy,31.8,0.0,276.0
1,37.0,2015-07-29 21:30:00,2015-07-29,2015-07-29 21:30:00,4,True,True,True,False,True,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,2015-07-29 21:32:00,good,STILL,Home,home,Overcast,28.8,146.0,265.0
1,38.0,2015-07-29 23:30:00,2015-07-29,2015-07-29 23:30:00,5,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,30.1,537.0,1254.0
1,39.0,2015-07-30 10:30:00,2015-07-30,2015-07-30 10:30:00,1,False,True,False,False,False,donotnotify,,,UNKNOWN,Home,home,Clear,16.3,463.0,0.0
1,40.0,2015-07-30 16:30:00,2015-07-30,2015-07-30 16:30:00,2,True,True,True,True,False,Intraoffice communication is important How about walking to a coworkers desk asking for some workrelated advice,2015-07-30 16:33:09,good,STILL,Work,work,Clear,26.8,24.0,300.0
1,41.0,2015-07-30 18:30:00,2015-07-30,2015-07-30 18:30:00,3,True,True,True,False,True,A lowerleg exercise you can do at your desk rotate your right foot clockwise 15 times then counterclockwise Repeat with left foot,2015-07-30 18:36:01,good,STILL,Work,work,Clear,28.0,176.0,2773.0
1,42.0,2015-07-30 21:30:00,2015-07-30,2015-07-30 21:30:00,4,True,True,True,False,True,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,2015-07-30 21:40:43,bad,STILL,Food & Dining,"bar,restaurant,food,point_of_interest,establishment",Clear,30.6,0.0,1355.0
1,43.0,2015-07-30 23:30:00,2015-07-30,2015-07-30 23:30:00,5,True,True,True,False,True,Tonight why not try a few stretches or yoga poses You can find beginner poses online might we suggest Childs Pose,2015-07-31 00:02:58,no_response,STILL,Home,home,Clear,28.4,0.0,159.0
1,44.0,2015-07-31 10:30:00,2015-07-31,2015-07-31 10:30:00,1,True,True,True,True,False,The weather is beautiful Dont believe us Well head outside see for yourself,2015-07-31 10:32:06,good,STILL,Home,home,Clear,16.3,62.0,0.0
1,45.0,2015-07-31 16:30:00,2015-07-31,2015-07-31 16:30:00,2,False,False,False,False,False,donotnotify,,,IN_VEHICLE,Auto & Transport - Outdoor Low-Activity,"food,store,gas_station,point_of_interest,establishment",Clear,27.8,251.0,451.0
1,46.0,2015-07-31 18:30:00,2015-07-31,2015-07-31 18:30:00,3,True,True,True,True,False,Be selfishtake a walk When youre exercising theres truly nothing better you can be doing for yourself,2015-07-31 19:03:27,no_response,STILL,Home,home,Mostly Cloudy,28.3,1261.0,1444.0
1,47.0,2015-07-31 21:30:00,2015-07-31,2015-07-31 21:30:00,4,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,30.3,1805.0,2267.0
1,48.0,2015-07-31 23:30:00,2015-07-31,2015-07-31 23:30:00,5,True,True,True,True,False,What healthy treat could you make today How about a cup of tea or coffee You could do squats or jumping jacks while the water heats up,2015-08-01 00:02:08,no_response,STILL,Home,home,Clear,27.7,3066.0,1510.0
1,49.0,2015-08-01 10:30:00,2015-08-01,2015-08-01 10:30:00,1,True,True,True,True,False,Mornings are so full of possibility How about a walk around the neighborhood before you start your day,2015-08-01 10:35:04,bad,STILL,Home,home,Clear,13.4,0.0,0.0
1,50.0,2015-08-01 16:30:00,2015-08-01,2015-08-01 16:30:00,2,True,True,True,True,False,30min of walking can have many health benefits including reducing the risk of osteoporosis some cancers How about 15min now 15min later,,,STILL,Home,home,Clear,28.5,183.0,595.0
1,51.0,2015-08-01 18:30:00,2015-08-01,2015-08-01 18:30:00,3,False,True,False,False,False,donotnotify,,,STILL,Just Store,"store,point_of_interest,establishment",Mostly Cloudy,28.0,709.0,454.0
1,52.0,2015-08-01 21:30:00,2015-08-01,2015-08-01 21:30:00,4,True,True,True,True,False,Planning to watch TV tonight Taking a walk even 5 minutes before the show will help you relax unwind,2015-08-01 22:02:24,no_response,STILL,Just Store,"store,point_of_interest,establishment",Clear,28.1,532.0,490.0
1,53.0,2015-08-01 23:30:00,2015-08-01,2015-08-01 23:30:00,5,True,True,True,True,False,Its a great evening for a walk How about going for a stroll,,,STILL,Home & Furniture Store,"store,general_contractor,point_of_interest,establishment",Clear,27.0,238.0,20.0
1,54.0,2015-08-02 10:30:00,2015-08-02,2015-08-02 10:30:00,1,True,True,True,True,False,Hey youre pretty tough Do you think you can take a brisk 15min walk before heading to work to rev up your body for the day,2015-08-02 10:35:29,bad,STILL,Home,home,Clear,14.6,0.0,0.0
1,55.0,2015-08-02 16:30:00,2015-08-02,2015-08-02 16:30:00,2,True,True,True,False,True,Wheres the most beautiful spot in your town Could you walk or bike there Or drive but then get out of your car explore,2015-08-02 17:01:41,no_response,STILL,Home,home,Clear,31.5,1366.0,858.0
1,56.0,2015-08-02 18:30:00,2015-08-02,2015-08-02 18:30:00,3,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,33.5,249.0,431.0
1,57.0,2015-08-02 21:30:00,2015-08-02,2015-08-02 21:30:00,4,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,32.9,358.0,759.0
1,58.0,2015-08-02 23:30:00,2015-08-02,2015-08-02 23:30:00,5,True,True,True,False,True,What about hiding the remote tonight Adjusting the channel and volume manually keep you moving just a bit while you relax,,,STILL,Home,home,Clear,30.2,279.0,305.0
1,59.0,2015-08-03 10:30:00,2015-08-03,2015-08-03 10:30:00,1,True,True,True,False,True,Hey you Have you been sitting for a while Can you take a 5 minute walking break,2015-08-03 10:36:10,bad,STILL,Home,home,Overcast,16.7,611.0,27.0
1,60.0,2015-08-03 16:30:00,2015-08-03,2015-08-03 16:30:00,2,True,True,True,True,False,What would it take for you to get a 1520 minute walk in this afternoon How could you make that happen,2015-08-03 16:45:12,good,STILL,Work,work,Clear,23.2,0.0,19.0
1,61.0,2015-08-03 18:30:00,2015-08-03,2015-08-03 18:30:00,3,True,True,True,True,False,The office can be stuffy Could you go for a walk to get some fresh air,,,STILL,Work,work,Clear,26.3,0.0,294.0
1,62.0,2015-08-03 21:30:00,2015-08-03,2015-08-03 21:30:00,4,True,True,True,True,False,Dont forget that household activities increase your step count too Can you clean out a closet or rearrange a room tonight,2015-08-03 21:31:45,good,STILL,Home,home,Clear,27.2,845.0,974.0
1,63.0,2015-08-03 23:30:00,2015-08-03,2015-08-03 23:30:00,5,True,True,True,True,False,Some fresh evening air is a great way to unwind after a long day Are you up for a brisk walk,2015-08-04 00:01:51,no_response,STILL,Food & Dining,"bar,restaurant,food,point_of_interest,establishment",Clear,26.2,857.0,0.0
1,64.0,2015-08-04 10:30:00,2015-08-04,2015-08-04 10:30:00,1,True,True,True,False,True,Dont forget to stretch at the weekend too Reach high then to the front then to the ground feel the tension release,2015-08-04 10:32:03,good,STILL,Home,home,Partly Cloudy,11.3,456.0,0.0
1,65.0,2015-08-04 16:30:00,2015-08-04,2015-08-04 16:30:00,2,False,True,False,False,False,donotnotify,,,STILL,Work,work,Clear,25.1,303.0,216.0
1,66.0,2015-08-04 18:30:00,2015-08-04,2015-08-04 18:30:00,3,False,True,False,False,False,donotnotify,,,STILL,Work,work,Partly Cloudy,24.8,0.0,15.0
1,67.0,2015-08-04 21:30:00,2015-08-04,2015-08-04 21:30:00,4,False,True,False,False,False,donotnotify,,,STILL,Home,home,com.google.appengine.labs.repackaged.org.json.JSONObject.getJSONObject(JSONObject.java:516),0.0,390.0,346.0
1,68.0,2015-08-04 23:30:00,2015-08-04,2015-08-04 23:30:00,5,True,False,False,False,False,donotnotify,,,IN_VEHICLE,Home & Furniture Store,"furniture_store,hardware_store,general_contractor,home_goods_store,store,storage,point_of_interest,establishment",Partly Cloudy,25.2,69.0,491.0
1,69.0,2015-08-05 10:30:00,2015-08-05,2015-08-05 10:30:00,1,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,10.6,551.0,0.0
1,70.0,2015-08-05 16:30:00,2015-08-05,2015-08-05 16:30:00,2,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,24.0,330.0,686.0
1,71.0,2015-08-05 18:30:00,2015-08-05,2015-08-05 18:30:00,3,True,True,True,False,True,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,2015-08-05 19:02:44,no_response,STILL,Home,home,Clear,29.2,565.0,589.0
1,72.0,2015-08-05 21:30:00,2015-08-05,2015-08-05 21:30:00,4,False,True,False,False,False,donotnotify,,,STILL,Home,home,Mostly Cloudy,26.9,18.0,60.0
1,73.0,2015-08-05 23:30:00,2015-08-05,2015-08-05 23:30:00,5,False,True,False,False,False,donotnotify,,,UNKNOWN,Clothing & Fashion Store,"shoe_store,store,point_of_interest,establishment",Overcast,24.0,1531.0,619.0
1,74.0,2015-08-06 10:30:00,2015-08-06,2015-08-06 10:30:00,1,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,11.4,160.0,0.0
1,75.0,2015-08-06 16:30:00,2015-08-06,2015-08-06 16:30:00,2,True,True,True,True,False,Is now a good time for a stroll through the office Maybe say hello to your colleague at the far end that you rarely see anymore,2015-08-06 16:32:52,good,STILL,Work,work,Clear,22.6,135.0,137.0
1,76.0,2015-08-06 18:30:00,2015-08-06,2015-08-06 18:30:00,3,False,True,False,False,False,donotnotify,,,STILL,Work,work,Partly Cloudy,25.7,0.0,396.0
1,77.0,2015-08-06 21:30:00,2015-08-06,2015-08-06 21:30:00,4,True,True,True,False,True,Dont forget to stretch at the weekend too Reach high then to the front then to the ground feel the tension release,2015-08-06 21:41:02,bad,STILL,Home,home,Partly Cloudy,26.0,40.0,396.0
1,78.0,2015-08-06 23:30:00,2015-08-06,2015-08-06 23:30:00,5,True,True,True,False,True,Hey you Have you been sitting for a while Can you take a 5 minute walking break,2015-08-06 23:32:10,good,STILL,Home & Furniture Store,"home_goods_store,store,point_of_interest,establishment",Partly Cloudy,21.9,392.0,365.0
1,79.0,2015-08-07 10:30:00,2015-08-07,2015-08-07 10:30:00,1,True,True,True,False,True,Good morning When you get to work how about going for a 510 minute walk before settling in at your desk,2015-08-07 10:59:56,good,STILL,Home,home,Partly Cloudy,9.6,498.0,207.0
1,80.0,2015-08-07 16:30:00,2015-08-07,2015-08-07 16:30:00,2,True,True,True,True,False,Afternoons are great for walks How will you feel if you take a short break to clear your head,2015-08-07 16:46:01,bad,STILL,Work,work,Clear,23.1,470.0,748.0
1,81.0,2015-08-07 18:30:00,2015-08-07,2015-08-07 18:30:00,3,True,True,True,True,False,How about taking a few minutes to enjoy nature Head outside walk until you see a wild animal even if its just a squirrel,2015-08-07 18:55:23,bad,STILL,Work,work,Partly Cloudy,24.9,147.0,608.0
1,82.0,2015-08-07 21:30:00,2015-08-07,2015-08-07 21:30:00,4,True,True,True,False,True,Quick look at the clock If the minute ends in an odd number try to remain standing for the next 5 minutes,2015-08-07 21:33:35,bad,STILL,Home,home,Mostly Cloudy,26.7,66.0,98.0
1,83.0,2015-08-07 23:30:00,2015-08-07,2015-08-07 23:30:00,5,True,True,True,True,False,How do you feel on days you dont walk What could you do to fit in a walk even 510 minutes tonight,2015-08-08 00:01:59,no_response,STILL,Food & Dining,"bar,restaurant,food,point_of_interest,establishment",Overcast,22.5,334.0,92.0
1,84.0,2015-08-08 10:30:00,2015-08-08,2015-08-08 10:30:00,1,False,True,False,False,False,donotnotify,,,STILL,Home,home,Overcast,16.3,0.0,0.0
1,85.0,2015-08-08 16:30:00,2015-08-08,2015-08-08 16:30:00,2,True,True,True,True,False,How about doing 100 jumping jacks tonight They dont have to be all at once Start with 25 now do more throughout the day,2015-08-08 17:01:16,no_response,STILL,Home,home,Overcast,24.8,926.0,1051.0
1,86.0,2015-08-08 18:30:00,2015-08-08,2015-08-08 18:30:00,3,True,True,True,False,True,Hows your energy level this afternoon A 1015 minute walk can enliven your body,,,STILL,Home,home,Overcast,24.1,700.0,1189.0
1,87.0,2015-08-08 21:30:00,2015-08-08,2015-08-08 21:30:00,4,True,True,True,False,True,Feeling stiff Try standing up reaching down to touch your toes It might look silly but we bet it feels good,2015-08-08 21:48:15,good,STILL,Home,home,Overcast,26.0,603.0,750.0
1,88.0,2015-08-08 23:30:00,2015-08-08,2015-08-08 23:30:00,5,False,True,False,False,False,donotnotify,,,STILL,Home,home,Overcast,23.4,462.0,351.0
1,89.0,2015-08-09 10:30:00,2015-08-09,2015-08-09 10:30:00,1,True,True,True,True,False,Hey youre pretty tough Do you think you can take a brisk 15min walk before heading to work to rev up your body for the day,2015-08-09 10:48:00,bad,STILL,Home,home,Overcast,18.5,0.0,0.0
1,90.0,2015-08-09 16:30:00,2015-08-09,2015-08-09 16:30:00,2,False,True,False,False,False,donotnotify,,,UNKNOWN,Home & Furniture Store,"furniture_store,hardware_store,general_contractor,home_goods_store,store,storage,point_of_interest,establishment",Overcast,24.3,356.0,29.0
1,91.0,2015-08-09 18:30:00,2015-08-09,2015-08-09 18:30:00,3,True,True,True,False,True,Quick look at the clock If the minute ends in an odd number try to remain standing for the next 5 minutes,2015-08-09 19:02:27,no_response,STILL,Food & Dining,"bar,restaurant,food,point_of_interest,establishment",Overcast,28.6,46.0,369.0
1,92.0,2015-08-09 21:30:00,2015-08-09,2015-08-09 21:30:00,4,True,True,True,True,False,How about taking a few minutes to enjoy nature Head outside walk until you see a wild animal even if its just a squirrel,2015-08-09 22:01:34,no_response,STILL,Home,home,Partly Cloudy,26.8,997.0,273.0
1,93.0,2015-08-09 23:30:00,2015-08-09,2015-08-09 23:30:00,5,False,True,False,False,False,donotnotify,,,STILL,Home,home,Partly Cloudy,24.6,453.0,218.0
1,94.0,2015-08-10 10:30:00,2015-08-10,2015-08-10 10:30:00,1,True,True,True,True,False,A short jaunt through the neighborhood this morning would be a great way to start the day Can you make it happen,2015-08-10 11:01:31,bad,STILL,Home,home,Overcast,19.8,315.0,0.0
1,95.0,2015-08-10 16:30:00,2015-08-10,2015-08-10 16:30:00,2,True,True,True,False,True,Quick look at the clock If the hour is odd do that many toetouches stand reach to ceiling reach to toes repeat,2015-08-10 16:48:00,good,STILL,Work,work,Overcast,25.4,604.0,710.0
1,96.0,2015-08-10 18:30:00,2015-08-10,2015-08-10 18:30:00,3,False,True,False,False,False,donotnotify,,,STILL,Work,work,Thunderstorm,23.0,184.0,0.0
1,97.0,2015-08-10 21:30:00,2015-08-10,2015-08-10 21:30:00,4,False,True,False,False,False,donotnotify,,,STILL,Home,home,Overcast,23.8,185.0,401.0
1,98.0,2015-08-10 23:30:00,2015-08-10,2015-08-10 23:30:00,5,False,True,False,False,False,donotnotify,,,STILL,Home,home,Overcast,24.4,667.0,1130.0
1,99.0,2015-08-11 10:30:00,2015-08-11,2015-08-11 10:30:00,1,True,True,True,True,False,Hey youre pretty tough Do you think you can take a brisk 15min walk before heading to work to rev up your body for the day,2015-08-11 10:32:20,bad,STILL,Home,home,Overcast,17.5,364.0,0.0
1,100.0,2015-08-11 16:30:00,2015-08-11,2015-08-11 16:30:00,2,False,True,False,False,False,donotnotify,,,STILL,Work,work,Clear,24.1,578.0,206.0
1,101.0,2015-08-11 18:30:00,2015-08-11,2015-08-11 18:30:00,3,True,True,True,True,False,You know that new coffee shop by your office youve been meaning to try Why not walk there now grab a drink,2015-08-11 18:32:03,bad,STILL,Work,work,Partly Cloudy,24.9,0.0,0.0
1,102.0,2015-08-11 21:30:00,2015-08-11,2015-08-11 21:30:00,4,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,28.0,223.0,489.0
1,103.0,2015-08-11 23:30:00,2015-08-11,2015-08-11 23:30:00,5,False,True,False,False,False,donotnotify,,,STILL,Grocery & Convenience Store,"convenience_store,food,store,point_of_interest,establishment",Partly Cloudy,23.3,263.0,0.0
1,104.0,2015-09-01 10:30:00,2015-09-01,2015-09-01 10:30:00,1,False,True,False,False,False,donotnotify,,,STILL,Home,home,Partly Cloudy,14.8,0.0,0.0
1,105.0,2015-09-01 16:30:00,2015-09-01,2015-09-01 16:30:00,2,True,True,True,False,True,Pamper your body a bit Try standing up and stretching your legs arms and neck Feels good doesnt it,2015-09-01 16:41:06,good,STILL,University/School,"university,point_of_interest,establishment",Clear,29.2,564.0,45.0
1,106.0,2015-09-01 18:30:00,2015-09-01,2015-09-01 18:30:00,3,True,True,True,False,True,Hey you Have you been sitting for a while Can you take a 5 minute walking break,,,STILL,University/School,"university,point_of_interest,establishment",Mostly Cloudy,29.8,188.0,454.0
1,107.0,2015-09-01 21:30:00,2015-09-01,2015-09-01 21:30:00,4,False,True,False,False,False,donotnotify,,,STILL,Home,home,Partly Cloudy,31.8,0.0,24.0
1,108.0,2015-09-01 23:30:00,2015-09-01,2015-09-01 23:30:00,5,True,True,True,False,True,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,2015-09-02 00:02:10,no_response,STILL,Food & Dining,"bar,point_of_interest,establishment",Clear,25.8,0.0,99.0
1,109.0,2015-09-02 10:30:00,2015-09-02,2015-09-02 10:30:00,1,False,True,False,False,False,donotnotify,,,STILL,Home,home,Clear,19.4,0.0,0.0
1,110.0,2015-09-02 16:30:00,2015-09-02,2015-09-02 16:30:00,2,False,True,False,False,False,donotnotify,,,STILL,Work,work,Partly Cloudy,27.7,0.0,245.0
1,111.0,2015-09-02 18:30:00,2015-09-02,2015-09-02 18:30:00,3,True,True,True,False,True,What a great afternoon How about taking a walk around the block for some fresh air,2015-09-02 18:46:56,good,STILL,Work,work,Clear,30.1,43.0,83.0
1,112.0,2015-09-02 21:30:00,2015-09-02,2015-09-02 21:30:00,4,True,True,True,False,True,Enjoying a night in You deserve it Take care of mind body by taking a break to stretch every half hour,2015-09-02 22:02:51,no_response,STILL,Home,home,Partly Cloudy,32.4,0.0,125.0
1,113.0,2015-09-02 23:30:00,2015-09-02,2015-09-02 23:30:00,5,True,True,True,True,False,Your body is an awesome invention How about expressing your gratitude with 10 minutes of walking tonight,2015-09-03 00:02:01,no_response,STILL,Food & Dining,"cafe,food,point_of_interest,establishment",Clear,28.9,108.0,83.0
1,114.0,2015-09-03 10:30:00,2015-09-03,2015-09-03 10:30:00,1,True,True,True,True,False,How about taking a few minutes to enjoy nature Head outside walk until you see a wild animal even if its just a squirrel,2015-09-03 10:32:12,good,STILL,Home,home,Clear,18.7,807.0,0.0
1,115.0,2015-09-03 16:30:00,2015-09-03,2015-09-03 16:30:00,2,True,True,True,False,True,Sometimes the best stretches are the simplest For a fullbody stretch stand up plant your feet reach your arms up back,2015-09-03 16:34:46,good,STILL,Work,work,Clear,30.3,397.0,276.0
1,116.0,2015-09-03 18:30:00,2015-09-03,2015-09-03 18:30:00,3,False,True,False,False,False,donotnotify,,,STILL,Work,work,Clear,28.3,266.0,149.0
