uid,study_day,weekday,hr,slot,weather,temp,loc,avail,steps30pre,send,steps10,steps30pre_bin
1001,30,2,16,2,cloudy,warm,work,True,302.0,1,62.33356837818426,3
1001,30,2,18,3,cloudy,warm,work,True,123.0,1,90.20501441684519,2
1001,30,2,21,4,cloudy,warm,home,True,41.0,1,114.01775085039432,1
1001,30,2,23,5,cloudy,mild,home,True,0.0,0,58.17889268880833,0
1001,31,3,10,1,clear,cool,home,True,0.0,2,6.301379794656016,0
1001,31,3,16,2,clear,warm,shopping,True,156.0,1,151.69795347305114,2
1001,31,3,18,3,clear,warm,service,True,64.0,2,50.440955908198234,2
1001,31,3,21,4,clear,warm,activity,False,74.0,0,79.17240205001997,2
1001,31,3,23,5,clear,warm,home,True,0.0,1,0.0,0
1001,32,4,10,1,cloudy,cool,home,True,0.0,1,8.223523756409165,0
1001,32,4,16,2,bad,mild,home,False,1.0,0,38.52493051792029,1
1001,32,4,18,3,bad,mild,home,False,0.0,0,51.39951853461953,0
1001,32,4,21,4,cloudy,mild,home,True,4.0,2,34.60414650931848,1
1001,32,4,23,5,cloudy,mild,home,True,0.0,2,0.0,0
1001,33,5,10,1,cloudy,cool,home,True,0.0,0,0.0,0
1001,33,5,16,2,cloudy,cool,dining,True,33.0,0,41.15548328875091,1
1001,33,5,18,3,cloudy,cool,shopping,True,5.0,0,44.79032551509662,1
1001,33,5,21,4,cloudy,cool,shopping,False,174.0,0,114.47687291718334,2
1001,33,5,23,5,cloudy,cool,service,True,0.0,1,60.347741783478845,0
1001,34,0,10,1,clear,cool,home,True,20.0,0,36.31278345354246,1
1001,34,0,21,4,clear,hot,home,True,0.0,0,26.25839800934166,0
1001,34,0,23,5,clear,warm,home,True,0.0,1,59.204656829577644,0
1001,35,1,10,1,cloudy,cool,home,True,19.0,0,13.057129687121321,1
1001,35,1,16,2,clear,warm,work,True,0.0,2,53.27357779547936,0
1001,35,1,18,3,clear,warm,service,False,1105.0,0,142.68339811438364,3
1002,1,5,0,5,clear,warm,service,True,0.0,1,87.45311294489161,0
1002,1,5,12,1,clear,warm,shopping,True,293.0,0,96.16259017539699,3
1002,1,5,22,4,cloudy,hot,service,False,0.0,0,69.5361099376349,0
1002,2,6,0,5,bad,warm,dining,True,933.0,0,67.81734526025494,3
1002,2,6,12,1,clear,warm,work,True,0.0,2,20.95004044063369,0
1002,2,6,17,2,clear,hot,service,True,0.0,1,38.83089155336317,0
1002,2,6,19,3,clear,hot,service,True,578.0,1,106.52653916438184,3
1002,2,6,22,4,cloudy,hot,shopping,False,508.0,0,44.79683483555149,3
1002,3,0,0,5,cloudy,warm,work,True,0.0,0,55.134511719852775,0
1002,3,0,12,1,clear,mild,work,True,0.0,2,3.660522961707633,0
1002,3,0,17,2,clear,hot,work,False,200.0,0,90.57489510179559,2
1002,3,0,19,3,clear,hot,work,True,1419.0,1,85.50492974372052,3
1002,3,0,22,4,clear,hot,work,True,18.0,0,41.29915624936634,1
1002,4,1,0,5,clear,warm,work,True,139.0,2,50.565865406528346,2
1002,4,1,12,1,clear,mild,work,True,0.0,2,4.385931876182962,0
1002,4,1,17,2,clear,hot,work,True,0.0,0,62.75353345101262,0
1002,4,1,19,3,clear,hot,work,True,0.0,1,70.97926291141408,0
1002,4,1,22,4,cloudy,hot,work,True,284.0,0,100.54791378224732,3
1002,5,2,12,1,clear,mild,work,False,0.0,0,23.178867515575888,0
1002,5,2,17,2,clear,hot,work,True,0.0,1,44.933384115498875,0
1002,5,2,19,3,cloudy,hot,work,True,1642.0,2,79.05108767586155,3
1002,5,2,22,4,cloudy,warm,work,True,0.0,0,28.020131893867894,0
1002,6,3,0,5,cloudy,warm,service,True,0.0,2,23.219749658832143,0
1002,6,3,12,1,clear,mild,work,True,0.0,0,13.428073335979214,0
1002,6,3,17,2,clear,warm,work,True,1551.0,0,67.69009471600899,3
1002,6,3,19,3,clear,hot,work,True,565.0,0,80.2070765337179,3
1002,7,4,0,5,clear,warm,work,True,0.0,1,34.025320383478,0
1002,7,4,12,1,clear,warm,work,True,0.0,0,0.0,0
1002,7,4,22,4,clear,hot,work,False,0.0,0,71.30988519813708,0
1002,8,5,0,5,clear,warm,service,True,0.0,1,26.07827697869526,0
1002,8,5,17,2,clear,warm,work,True,71.0,0,81.26811487259273,2
1002,8,5,19,3,cloudy,hot,service,True,74.0,2,0.0,2
1002,8,5,22,4,cloudy,warm,work,True,0.0,2,76.09821790143717,0
1002,9,6,0,5,clear,warm,work,True,20.0,0,112.18990235439088,1
1002,9,6,12,1,clear,mild,work,True,0.0,0,5.695825609247054,0
1002,9,6,19,3,clear,hot,service,True,97.0,1,36.95963629764527,2
1002,9,6,22,4,clear,freezing,work,True,66.0,0,75.43167062879135,2
1002,10,1,17,2,clear,warm,work,True,231.0,1,26.518857771316135,3
1002,10,1,19,3,cloudy,warm,work,True,0.0,1,96.48520544108051,0
1002,10,1,22,4,cloudy,warm,work,True,18.0,2,210.924829099108,1
1002,11,2,0,5,cloudy,warm,work,False,21.0,0,0.0,1
1002,11,2,13,1,clear,mild,work,True,0.0,0,11.285165392326672,0
1002,11,2,17,2,clear,warm,work,False,1683.0,0,68.90599185055476,3
1002,11,2,19,3,cloudy,warm,work,True,0.0,0,52.61972094542878,0
1002,11,2,22,4,cloudy,warm,work,True,329.0,0,71.24680847417477,3
1002,12,3,0,5,clear,mild,service,True,417.0,2,122.78761943946114,3
1002,12,3,17,2,cloudy,warm,work,True,292.0,2,143.05959574374742,3
1002,12,3,19,3,cloudy,warm,work,True,1870.0,1,96.62818698729362,3
1002,13,4,0,5,clear,warm,service,True,58.0,2,51.19015586962799,2
1002,13,4,13,1,clear,mild,work,True,0.0,2,21.052327830812942,0
1002,13,4,19,3,cloudy,warm,work,True,0.0,0,37.16878636252416,0
1002,13,4,22,4,cloudy,warm,work,True,0.0,1,32.53145476185339,0
1002,14,5,0,5,cloudy,warm,service,True,24.0,0,145.89375490719596,1
1002,14,5,13,1,cloudy,mild,service,True,56.0,2,34.309459927073604,2
1002,14,5,19,3,cloudy,warm,work,True,0.0,2,80.88753132250163,0
1002,14,5,22,4,cloudy,warm,work,True,215.0,1,79.779775338285,3
1002,15,6,0,5,cloudy,warm,work,True,88.0,0,82.03778775344429,2
1002,15,6,13,1,cloudy,mild,work,True,0.0,2,46.118808069679105,0
1002,15,6,17,2,cloudy,warm,service,True,974.0,1,148.1020454290238,3
1002,15,6,19,3,bad,warm,work,True,337.0,0,48.52777148887047,3
1002,15,6,22,4,clear,warm,service,False,499.0,0,49.22901413792829,3
1002,16,0,0,5,cloudy,warm,work,True,207.0,2,119.39161977727876,3
1002,16,0,13,1,cloudy,mild,work,True,0.0,2,5.450259163692823,0
1002,16,0,17,2,cloudy,warm,work,True,124.0,2,38.695225803820904,2
1002,16,0,19,3,bad,warm,work,True,57.0,2,85.47596380820461,2
1002,16,0,22,4,cloudy,mild,work,True,0.0,0,27.034956700843686,0
1002,17,1,0,5,cloudy,warm,work,True,103.0,0,109.9407955860097,2
1002,17,1,13,1,cloudy,mild,work,True,0.0,0,46.37071274676107,0
1002,17,1,17,2,clear,warm,work,True,0.0,0,54.681914753599614,0
1002,17,1,19,3,cloudy,warm,work,True,36.0,0,61.37101398637017,1
1002,18,2,0,5,cloudy,warm,service,True,0.0,1,1.5217176606955505,0
1002,18,2,13,1,clear,mild,work,True,0.0,1,37.40789793857666,0
1002,18,2,17,2,cloudy,mild,work,True,0.0,2,46.08592533533532,0
1002,18,2,22,4,cloudy,warm,work,True,22.0,2,71.14117620083415,1
1002,19,3,0,5,clear,mild,service,True,0.0,1,32.07791077705414,0
1002,19,3,13,1,cloudy,mild,work,True,0.0,0,4.549422556591868,0
1002,19,3,17,2,clear,warm,work,True,107.0,1,31.608937225250905,2
1002,19,3,19,3,clear,warm,work,True,0.0,0,73.03913703271589,0
1002,19,3,22,4,clear,hot,work,True,92.0,0,24.76817926289829,2
1002,20,4,0,5,cloudy,warm,work,True,0.0,0,92.68017643829523,0
1002,20,4,13,1,cloudy,warm,work,True,0.0,1,0.0,0
1002,20,4,17,2,cloudy,warm,work,True,141.0,1,85.34401122282836,2
1002,20,4,19,3,cloudy,warm,work,True,136.0,2,43.268339235704815,2
1002,21,5,0,5,cloudy,warm,service,True,0.0,0,41.29859332261874,0
1002,21,5,13,1,cloudy,mild,service,True,90.0,2,40.158473771277684,2
1002,21,5,19,3,cloudy,hot,shopping,True,46.0,0,23.424807958569943,1
1002,21,5,22,4,clear,warm,shopping,False,862.0,0,114.00853941529772,3
1002,22,6,0,5,clear,warm,work,True,37.0,0,116.51524307823956,1
1002,22,6,13,1,clear,mild,work,True,0.0,2,34.516841762924486,0
1002,22,6,17,2,cloudy,hot,service,True,350.0,1,112.27949777603936,3
1002,22,6,19,3,cloudy,hot,service,True,0.0,2,33.33746875444059,0
1002,22,6,22,4,clear,hot,dining,True,502.0,2,35.25059698605935,3
1002,23,0,0,5,clear,hot,work,True,215.0,0,84.4469362060594,3
1002,23,0,13,1,clear,warm,work,True,907.0,2,62.82313241588974,3
1002,23,0,19,3,cloudy,hot,work,True,0.0,1,46.169962369815735,0
1002,24,2,0,5,clear,warm,work,True,0.0,1,70.52277546687874,0
1002,24,2,13,1,clear,warm,work,True,0.0,0,0.0,0
1002,24,2,17,2,clear,warm,work,True,580.0,2,144.6863693014483,3
1002,24,2,19,3,cloudy,warm,work,True,0.0,2,110.5526254433014,0
1002,24,2,22,4,cloudy,warm,work,True,0.0,1,110.3594269788292,0
1002,25,3,0,5,cloudy,warm,work,True,183.0,2,38.839318354457035,2
1002,25,3,13,1,clear,mild,work,True,0.0,2,0.0,0
1002,25,3,17,2,cloudy,mild,work,True,0.0,0,67.46731345369611,0
1002,25,3,19,3,cloudy,mild,work,True,67.0,2,13.35925258220427,2
1002,25,3,22,4,cloudy,mild,work,True,29.0,0,76.23894599463887,1
1002,26,4,0,5,cloudy,mild,activity,True,128.0,0,27.27262568314701,2
1002,26,4,13,1,clear,mild,work,True,0.0,1,67.07632728188179,0
1002,26,4,17,2,clear,warm,work,True,40.0,2,2.2389625934166943,1
1002,26,4,19,3,clear,warm,work,True,204.0,2,107.35226832017327,3
1002,26,4,22,4,cloudy,warm,work,True,0.0,1,75.99039255731404,0
1002,27,5,0,5,cloudy,mild,activity,True,137.0,0,22.6229918744226,2
1002,27,5,13,1,clear,mild,work,True,0.0,2,0.0,0
1002,27,5,17,2,clear,warm,work,True,144.0,0,116.05919475132235,2
1002,27,5,22,4,cloudy,warm,shopping,True,667.0,0,108.0546404962966,3
1002,28,6,0,5,clear,mild,work,True,0.0,0,94.0276948980298,0
1002,28,6,13,1,clear,mild,work,True,0.0,0,31.507377427762442,0
1002,28,6,17,2,cloudy,warm,service,True,170.0,0,30.304757236921905,2
1002,28,6,19,3,cloudy,warm,service,True,240.0,0,145.29504094697805,3
1002,28,6,22,4,cloudy,warm,service,True,366.0,2,65.47619980426401,3
1002,29,1,0,5,cloudy,mild,work,True,1456.0,2,184.21642855922633,3
1002,29,1,13,1,cloudy,cool,work,True,0.0,0,0.0,0
1002,29,1,19,3,cloudy,mild,work,True,0.0,0,81.9596406216483,0
1002,29,1,22,4,cloudy,mild,work,True,0.0,2,78.76777285766812,0
1002,30,2,13,1,cloudy,mild,work,True,0.0,0,19.103056662421164,0
1002,30,2,17,2,cloudy,mild,work,True,43.0,1,27.9546090090125,1
1002,30,2,19,3,cloudy,mild,work,True,211.0,0,91.28635577921361,3
1002,31,3,17,2,cloudy,mild,work,True,0.0,0,58.88511832641682,0
1002,31,3,19,3,cloudy,mild,work,True,0.0,0,50.863673412757166,0
1002,31,3,22,4,cloudy,mild,work,True,0.0,2,83.23986175716288,0
1002,32,6,0,5,cloudy,mild,work,True,0.0,2,31.34162675844688,0
1002,32,6,13,1,cloudy,mild,work,True,0.0,2,0.0,0
1002,32,6,19,3,cloudy,warm,activity,True,67.0,0,87.73634958270445,2
1002,32,6,22,4,cloudy,warm,work,True,61.0,2,64.72398305939404,2
1002,33,1,13,1,clear,warm,work,True,0.0,0,22.011532756282538,0
1002,33,1,17,2,clear,hot,work,True,278.0,2,134.67491900846775,3
1002,33,1,19,3,cloudy,hot,work,True,706.0,0,54.59596697411466,3
1002,33,1,22,4,cloudy,hot,work,True,146.0,2,111.79252168740084,2
1002,34,2,0,5,cloudy,warm,work,False,17.0,0,118.13516683079447,1
1002,34,2,13,1,cloudy,warm,work,False,506.0,0,123.16160903988438,3
1002,34,2,17,2,cloudy,hot,work,True,36.0,1,25.47915681999388,1
1002,34,2,19,3,clear,hot,work,True,57.0,0,81.76121847738214,2
1002,35,3,13,1,clear,warm,work,True,0.0,0,38.353461865711374,0
1002,35,3,17,2,clear,hot,work,True,0.0,1,42.6240881740824,0
1002,35,3,19,3,cloudy,hot,work,True,0.0,0,46.43590967575641,0
1002,35,3,22,4,cloudy,mild,work,True,0.0,1,131.4552040820957,0
1003,1,6,0,5,cloudy,warm,activity,True,0.0,0,73.181348312711,0
1003,1,6,13,1,clear,warm,activity,True,0.0,2,81.42202766879205,0
1003,1,6,15,2,clear,warm,activity,True,264.0,2,93.41721068450204,3
1003,1,6,18,3,cloudy,hot,activity,True,261.0,2,188.01660494981016,3
1003,1,6,21,4,cloudy,hot,work,True,0.0,0,100.38954662011433,0
1003,2,0,0,5,cloudy,warm,activity,True,0.0,0,76.15630891634349,0
1003,2,0,13,1,clear,warm,work,True,0.0,0,8.239610494535494,0
1003,2,0,15,2,clear,hot,work,True,275.0,0,60.802220678609444,3
1003,2,0,18,3,clear,hot,work,True,0.0,0,75.26969437062694,0
1003,2,0,21,4,clear,hot,shopping,False,194.0,0,10.768548540579623,2
1003,3,1,0,5,clear,warm,activity,True,0.0,0,71.37048231235242,0
1003,3,1,13,1,cloudy,warm,work,True,129.0,1,7.963631094218947,2
1003,3,1,15,2,cloudy,warm,work,True,11.0,2,121.69205778269689,1
1003,3,1,21,4,cloudy,warm,work,True,729.0,0,112.40805567389283,3
1003,4,2,0,5,cloudy,warm,dining,False,1015.0,0,70.62163729981316,3
1003,4,2,13,1,cloudy,warm,work,True,0.0,1,0.0,0
1003,4,2,15,2,cloudy,hot,work,True,18.0,0,102.12323358047324,1
1003,4,2,18,3,cloudy,hot,work,True,0.0,0,50.91884862540097,0
1003,4,2,20,4,cloudy,warm,shopping,True,0.0,1,0.0,0
1003,4,2,23,5,cloudy,warm,activity,False,118.0,0,0.0,2
1003,5,3,13,1,clear,hot,work,True,0.0,0,1.252984246999036,0
1003,5,3,15,2,clear,hot,service,True,337.0,0,127.75906284280379,3
1003,5,3,18,3,clear,hot,service,True,0.0,2,2.3279339488825848,0
1003,5,3,20,4,cloudy,hot,service,True,265.0,2,133.9690362304929,3
1003,5,3,23,5,clear,warm,shopping,False,267.0,0,143.87344430891906,3
1003,6,4,13,1,clear,warm,work,True,0.0,2,17.88235188140259,0
1003,6,4,15,2,clear,warm,work,True,0.0,1,35.08346125958828,0
1003,6,4,23,5,clear,warm,dining,True,257.0,2,115.48417499352479,3
1003,7,5,13,1,clear,warm,activity,True,0.0,1,89.76694899703732,0
1003,7,5,15,2,clear,warm,activity,True,255.0,2,136.31393607886238,3
1003,7,5,18,3,cloudy,warm,activity,True,277.0,0,83.41423058824084,3
1003,7,5,20,4,cloudy,hot,activity,True,67.0,0,0.0,2
1003,7,5,23,5,clear,warm,activity,True,48.0,0,143.57309642196196,1
1003,8,6,13,1,clear,warm,activity,True,23.0,2,25.63067686662998,1
1003,8,6,15,2,clear,warm,activity,True,38.0,1,105.45565131160434,1
1003,8,6,18,3,clear,hot,activity,True,182.0,0,49.83906913410883,2
1003,8,6,20,4,clear,hot,activity,True,1110.0,2,222.73056908634084,3
1003,8,6,23,5,clear,hot,service,True,278.0,2,117.66784421093057,3
1003,9,0,13,1,clear,mild,work,True,0.0,2,1.7798269191752851,0
1003,9,0,15,2,clear,mild,work,True,0.0,1,72.12780399794144,0
1003,9,0,18,3,clear,mild,work,True,0.0,0,44.31017433939883,0
1003,9,0,20,4,clear,mild,work,True,0.0,0,70.34638635819633,0
1003,9,0,23,5,clear,mild,activity,True,971.0,0,177.18546837995277,3
1003,10,1,13,1,cloudy,warm,work,True,96.0,2,65.79012246421061,2
1003,10,1,15,2,cloudy,warm,work,True,16.0,0,51.83612412214866,1
1003,10,1,23,5,cloudy,warm,service,False,0.0,0,43.064101717293156,0
1003,11,2,13,1,clear,mild,work,True,0.0,2,0.0,0
1003,11,2,15,2,clear,mild,work,True,0.0,2,61.06233840108105,0
1003,11,2,18,3,cloudy,warm,work,True,0.0,1,56.25127415204801,0
1003,11,2,20,4,cloudy,warm,shopping,False,155.0,0,20.487976503542725,2
1003,11,2,23,5,cloudy,warm,shopping,True,265.0,2,123.78589938385767,3
