user.index,steps.utime,steps.utime.local,steps,decision.index,slot,study.day.nogap,decision.index.following.dec,slot.following.dec,study.day.nogap.following.dec
1,2015-07-22 17:07:00,2015-07-22 13:07:00,65,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 17:08:00,2015-07-22 13:08:00,37,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 17:38:00,2015-07-22 13:38:00,38,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 17:54:00,2015-07-22 13:54:00,19,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 17:55:00,2015-07-22 13:55:00,45,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 17:56:00,2015-07-22 13:56:00,51,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 17:57:00,2015-07-22 13:57:00,12,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 17:58:00,2015-07-22 13:58:00,39,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 18:06:00,2015-07-22 14:06:00,66,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 18:07:00,2015-07-22 14:07:00,57,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 18:14:00,2015-07-22 14:14:00,16,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 18:15:00,2015-07-22 14:15:00,58,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 18:16:00,2015-07-22 14:16:00,70,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 18:17:00,2015-07-22 14:17:00,48,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 18:18:00,2015-07-22 14:18:00,82,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 18:19:00,2015-07-22 14:19:00,21,0.0,2.0,0.0,1.0,3.0,0.0
1,2015-07-22 18:33:00,2015-07-22 14:33:00,22,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 18:34:00,2015-07-22 14:34:00,120,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 18:35:00,2015-07-22 14:35:00,118,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 18:36:00,2015-07-22 14:36:00,118,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 18:37:00,2015-07-22 14:37:00,36,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 19:39:00,2015-07-22 15:39:00,62,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 19:50:00,2015-07-22 15:50:00,60,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 19:51:00,2015-07-22 15:51:00,58,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 19:52:00,2015-07-22 15:52:00,28,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 19:53:00,2015-07-22 15:53:00,84,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 20:00:00,2015-07-22 16:00:00,28,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 20:02:00,2015-07-22 16:02:00,96,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 20:03:00,2015-07-22 16:03:00,111,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 20:04:00,2015-07-22 16:04:00,89,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 20:05:00,2015-07-22 16:05:00,30,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 20:06:00,2015-07-22 16:06:00,25,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 20:37:00,2015-07-22 16:37:00,62,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 20:39:00,2015-07-22 16:39:00,30,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 20:43:00,2015-07-22 16:43:00,21,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 20:46:00,2015-07-22 16:46:00,57,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 20:59:00,2015-07-22 16:59:00,25,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 21:01:00,2015-07-22 17:01:00,26,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 21:05:00,2015-07-22 17:05:00,109,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 21:06:00,2015-07-22 17:06:00,22,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 21:21:00,2015-07-22 17:21:00,19,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 21:24:00,2015-07-22 17:24:00,34,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 21:25:00,2015-07-22 17:25:00,19,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 21:27:00,2015-07-22 17:27:00,32,1.0,3.0,0.0,2.0,4.0,0.0
1,2015-07-22 21:33:00,2015-07-22 17:33:00,47,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 21:34:00,2015-07-22 17:34:00,23,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 21:37:00,2015-07-22 17:37:00,14,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 21:40:00,2015-07-22 17:40:00,56,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 21:41:00,2015-07-22 17:41:00,51,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 21:43:00,2015-07-22 17:43:00,24,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 21:44:00,2015-07-22 17:44:00,21,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 21:45:00,2015-07-22 17:45:00,12,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 21:46:00,2015-07-22 17:46:00,20,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 21:47:00,2015-07-22 17:47:00,48,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 21:52:00,2015-07-22 17:52:00,25,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:01:00,2015-07-22 18:01:00,24,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:02:00,2015-07-22 18:02:00,1,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:04:00,2015-07-22 18:04:00,18,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:05:00,2015-07-22 18:05:00,40,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:06:00,2015-07-22 18:06:00,31,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:14:00,2015-07-22 18:14:00,18,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:31:00,2015-07-22 18:31:00,64,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:32:00,2015-07-22 18:32:00,19,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:33:00,2015-07-22 18:33:00,10,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:36:00,2015-07-22 18:36:00,20,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:37:00,2015-07-22 18:37:00,13,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:44:00,2015-07-22 18:44:00,56,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:46:00,2015-07-22 18:46:00,30,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:49:00,2015-07-22 18:49:00,29,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:50:00,2015-07-22 18:50:00,76,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:53:00,2015-07-22 18:53:00,138,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:54:00,2015-07-22 18:54:00,95,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:55:00,2015-07-22 18:55:00,132,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:56:00,2015-07-22 18:56:00,114,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:57:00,2015-07-22 18:57:00,117,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:58:00,2015-07-22 18:58:00,118,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 22:59:00,2015-07-22 18:59:00,114,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:00:00,2015-07-22 19:00:00,117,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:01:00,2015-07-22 19:01:00,117,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:02:00,2015-07-22 19:02:00,117,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:03:00,2015-07-22 19:03:00,118,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:04:00,2015-07-22 19:04:00,115,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:05:00,2015-07-22 19:05:00,117,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:06:00,2015-07-22 19:06:00,117,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:07:00,2015-07-22 19:07:00,118,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:08:00,2015-07-22 19:08:00,117,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:09:00,2015-07-22 19:09:00,117,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:10:00,2015-07-22 19:10:00,115,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:11:00,2015-07-22 19:11:00,119,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:12:00,2015-07-22 19:12:00,111,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:13:00,2015-07-22 19:13:00,117,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:14:00,2015-07-22 19:14:00,112,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:15:00,2015-07-22 19:15:00,117,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:16:00,2015-07-22 19:16:00,117,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:17:00,2015-07-22 19:17:00,113,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:18:00,2015-07-22 19:18:00,120,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:19:00,2015-07-22 19:19:00,96,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:20:00,2015-07-22 19:20:00,112,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:21:00,2015-07-22 19:21:00,124,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:22:00,2015-07-22 19:22:00,119,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:23:00,2015-07-22 19:23:00,118,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:24:00,2015-07-22 19:24:00,119,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:25:00,2015-07-22 19:25:00,43,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:28:00,2015-07-22 19:28:00,69,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:29:00,2015-07-22 19:29:00,19,2.0,4.0,0.0,3.0,5.0,0.0
1,2015-07-22 23:31:00,2015-07-22 19:31:00,59,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-22 23:32:00,2015-07-22 19:32:00,70,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-22 23:33:00,2015-07-22 19:33:00,30,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-22 23:34:00,2015-07-22 19:34:00,36,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-22 23:35:00,2015-07-22 19:35:00,34,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-22 23:58:00,2015-07-22 19:58:00,63,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-22 23:59:00,2015-07-22 19:59:00,77,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:17:00,2015-07-22 20:17:00,41,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:19:00,2015-07-22 20:19:00,38,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:20:00,2015-07-22 20:20:00,13,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:21:00,2015-07-22 20:21:00,27,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:28:00,2015-07-22 20:28:00,104,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:29:00,2015-07-22 20:29:00,58,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:30:00,2015-07-22 20:30:00,65,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:46:00,2015-07-22 20:46:00,21,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:47:00,2015-07-22 20:47:00,41,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:49:00,2015-07-22 20:49:00,40,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:50:00,2015-07-22 20:50:00,54,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:51:00,2015-07-22 20:51:00,48,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:52:00,2015-07-22 20:52:00,74,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:58:00,2015-07-22 20:58:00,28,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 00:59:00,2015-07-22 20:59:00,16,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:00:00,2015-07-22 21:00:00,45,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:01:00,2015-07-22 21:01:00,27,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:02:00,2015-07-22 21:02:00,70,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:03:00,2015-07-22 21:03:00,23,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:04:00,2015-07-22 21:04:00,37,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:05:00,2015-07-22 21:05:00,20,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:06:00,2015-07-22 21:06:00,15,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:07:00,2015-07-22 21:07:00,27,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:08:00,2015-07-22 21:08:00,33,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:09:00,2015-07-22 21:09:00,85,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:10:00,2015-07-22 21:10:00,10,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:12:00,2015-07-22 21:12:00,45,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 01:13:00,2015-07-22 21:13:00,6,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 02:18:00,2015-07-22 22:18:00,13,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 02:41:00,2015-07-22 22:41:00,70,3.0,5.0,0.0,4.0,1.0,1.0
1,2015-07-23 11:58:00,2015-07-23 07:58:00,44,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 11:59:00,2015-07-23 07:59:00,49,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:01:00,2015-07-23 08:01:00,21,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:02:00,2015-07-23 08:02:00,34,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:03:00,2015-07-23 08:03:00,57,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:06:00,2015-07-23 08:06:00,20,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:07:00,2015-07-23 08:07:00,12,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:10:00,2015-07-23 08:10:00,18,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:11:00,2015-07-23 08:11:00,41,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:38:00,2015-07-23 08:38:00,22,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:40:00,2015-07-23 08:40:00,68,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:41:00,2015-07-23 08:41:00,88,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:42:00,2015-07-23 08:42:00,121,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:43:00,2015-07-23 08:43:00,124,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:44:00,2015-07-23 08:44:00,114,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:45:00,2015-07-23 08:45:00,133,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:46:00,2015-07-23 08:46:00,125,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:47:00,2015-07-23 08:47:00,82,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:48:00,2015-07-23 08:48:00,125,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:49:00,2015-07-23 08:49:00,124,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:50:00,2015-07-23 08:50:00,122,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:51:00,2015-07-23 08:51:00,119,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:52:00,2015-07-23 08:52:00,110,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:53:00,2015-07-23 08:53:00,80,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:54:00,2015-07-23 08:54:00,123,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:55:00,2015-07-23 08:55:00,118,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:56:00,2015-07-23 08:56:00,120,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:57:00,2015-07-23 08:57:00,121,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:58:00,2015-07-23 08:58:00,122,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 12:59:00,2015-07-23 08:59:00,122,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:00:00,2015-07-23 09:00:00,116,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:01:00,2015-07-23 09:01:00,108,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:02:00,2015-07-23 09:02:00,120,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:03:00,2015-07-23 09:03:00,121,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:04:00,2015-07-23 09:04:00,121,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:05:00,2015-07-23 09:05:00,120,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:06:00,2015-07-23 09:06:00,101,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:07:00,2015-07-23 09:07:00,126,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:08:00,2015-07-23 09:08:00,120,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:09:00,2015-07-23 09:09:00,120,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:10:00,2015-07-23 09:10:00,120,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:11:00,2015-07-23 09:11:00,121,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:12:00,2015-07-23 09:12:00,61,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:13:00,2015-07-23 09:13:00,14,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:14:00,2015-07-23 09:14:00,33,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:15:00,2015-07-23 09:15:00,50,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:16:00,2015-07-23 09:16:00,4,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:23:00,2015-07-23 09:23:00,62,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:24:00,2015-07-23 09:24:00,51,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:26:00,2015-07-23 09:26:00,26,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:27:00,2015-07-23 09:27:00,39,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 13:28:00,2015-07-23 09:28:00,66,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:02:00,2015-07-23 10:02:00,22,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:03:00,2015-07-23 10:03:00,16,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:04:00,2015-07-23 10:04:00,42,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:05:00,2015-07-23 10:05:00,56,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:06:00,2015-07-23 10:06:00,52,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:07:00,2015-07-23 10:07:00,28,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:10:00,2015-07-23 10:10:00,21,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:11:00,2015-07-23 10:11:00,12,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:16:00,2015-07-23 10:16:00,21,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:17:00,2015-07-23 10:17:00,14,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:20:00,2015-07-23 10:20:00,54,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:21:00,2015-07-23 10:21:00,22,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:22:00,2015-07-23 10:22:00,30,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:23:00,2015-07-23 10:23:00,48,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:24:00,2015-07-23 10:24:00,3,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:25:00,2015-07-23 10:25:00,26,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:26:00,2015-07-23 10:26:00,60,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:31:00,2015-07-23 10:31:00,24,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:35:00,2015-07-23 10:35:00,124,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:36:00,2015-07-23 10:36:00,48,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:39:00,2015-07-23 10:39:00,33,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:41:00,2015-07-23 10:41:00,25,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:44:00,2015-07-23 10:44:00,40,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 14:53:00,2015-07-23 10:53:00,44,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 15:02:00,2015-07-23 11:02:00,41,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 15:03:00,2015-07-23 11:03:00,22,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 15:04:00,2015-07-23 11:04:00,25,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 15:06:00,2015-07-23 11:06:00,33,4.0,1.0,1.0,5.0,2.0,1.0
1,2015-07-23 15:07:00,2015-07-23 11:07:00,26,4.0,1.0,1.0,5.0,2.0,1.0
