uid,source_uid,variant_type,archetype,study_day,weekday,hr,slot,weather,temp,loc,avail,steps30pre,send,steps10
1000,1,twin,high_activity,27,5,16,3,clear,warm,service,True,306,2,295
1000,1,twin,high_activity,27,5,19,4,clear,hot,service,True,110,0,227
1000,1,twin,high_activity,27,5,21,5,clear,hot,service,True,774,2,240
1000,1,twin,high_activity,28,6,10,1,clear,warm,home,True,0,0,0
1000,1,twin,high_activity,28,6,14,2,clear,warm,home,True,1166,2,285
1000,1,twin,high_activity,28,6,16,3,clear,warm,home,True,0,1,0
1000,1,twin,high_activity,28,6,19,4,clear,warm,home,True,7,1,0
1000,1,twin,high_activity,28,6,21,5,cloudy,warm,home,True,0,2,0
1000,1,twin,high_activity,29,0,10,1,cloudy,cool,dining,True,0,1,0
1000,1,twin,high_activity,29,0,14,2,cloudy,mild,work,False,36,0,0
1000,1,twin,high_activity,29,0,16,3,cloudy,hot,work,True,1864,0,291
1000,1,twin,high_activity,29,0,19,4,cloudy,hot,home,True,890,0,681
1000,1,twin,high_activity,29,0,21,5,cloudy,hot,home,True,50,2,0
1000,1,twin,high_activity,30,1,10,1,cloudy,hot,work,True,203,0,458
1000,1,twin,high_activity,30,1,14,2,clear,hot,work,True,0,0,0
1000,1,twin,high_activity,30,1,16,3,clear,hot,work,False,84,0,711
1000,1,twin,high_activity,30,1,19,4,clear,hot,service,True,887,0,200
1000,1,twin,high_activity,30,1,21,5,clear,hot,activity,True,1690,2,700
1000,1,twin,high_activity,31,2,10,1,cloudy,cool,home,True,131,1,237
1000,1,twin,high_activity,31,2,14,2,clear,freezing,home,True,110,2,150
1000,1,twin,high_activity,31,2,16,3,clear,hot,dining,True,81,0,133
1000,1,twin,high_activity,31,2,19,4,clear,hot,work,True,2087,0,1377
1000,1,twin,high_activity,31,2,21,5,cloudy,warm,home,True,0,2,127
1000,1,twin,high_activity,32,3,10,1,bad,warm,work,True,0,2,0
1000,1,twin,high_activity,32,3,14,2,bad,warm,home,True,99,1,180
1000,1,twin,high_activity,32,3,16,3,bad,warm,home,True,0,1,0
1000,1,twin,high_activity,32,3,19,4,cloudy,warm,dining,True,213,1,142
1000,1,twin,high_activity,32,3,21,5,cloudy,warm,home,True,0,2,0
1000,1,twin,high_activity,33,4,10,1,cloudy,cool,home,True,0,0,0
1000,1,twin,high_activity,33,4,14,2,cloudy,cool,work,True,31,1,0
1000,1,twin,high_activity,33,4,16,3,clear,hot,home,True,61,0,0
1000,1,twin,high_activity,33,4,19,4,clear,hot,shopping,True,23,1,0
1000,1,twin,high_activity,33,4,21,5,cloudy,hot,service,True,792,1,297
1000,1,twin,high_activity,34,5,10,1,clear,hot,dining,False,0,0,0
1000,1,twin,high_activity,34,5,14,2,clear,hot,home,True,45,0,0
1000,1,twin,high_activity,34,5,16,3,clear,hot,home,True,101,1,0
1000,1,twin,high_activity,34,5,19,4,cloudy,hot,home,True,1556,1,0
1000,1,twin,high_activity,34,5,21,5,cloudy,hot,home,True,0,2,0
1000,1,twin,high_activity,35,6,10,1,cloudy,hot,service,True,0,2,0
1000,1,twin,high_activity,35,6,14,2,cloudy,warm,service,True,246,0,0
1000,1,twin,high_activity,35,6,16,3,cloudy,warm,dining,True,9,1,0
1000,1,twin,high_activity,35,6,19,4,cloudy,warm,shopping,True,568,0,217
1000,1,twin,high_activity,35,6,21,5,cloudy,warm,service,True,97,1,0
1001,1,twin,high_activity,1,0,10,1,cloudy,warm,dining,True,0,2,0
1001,1,twin,high_activity,1,0,14,2,cloudy,warm,work,True,60,1,0
1001,1,twin,high_activity,1,0,16,3,cloudy,hot,work,True,1919,1,476
1001,1,twin,high_activity,1,0,19,4,bad,warm,home,True,163,0,259
1001,1,twin,high_activity,1,0,21,5,cloudy,warm,work,True,0,1,0
1001,1,twin,high_activity,2,1,10,1,cloudy,hot,home,True,0,1,0
1001,1,twin,high_activity,2,1,14,2,cloudy,hot,home,True,0,1,0
1001,1,twin,high_activity,2,1,16,3,clear,warm,dining,True,31,2,450
1001,1,twin,high_activity,2,1,19,4,clear,warm,home,True,568,2,428
1001,1,twin,high_activity,2,1,21,5,clear,warm,work,True,269,1,420
1001,1,twin,high_activity,3,2,10,1,clear,hot,home,True,0,2,0
1001,1,twin,high_activity,3,2,14,2,cloudy,hot,work,True,31,2,0
1001,1,twin,high_activity,3,2,16,3,cloudy,hot,home,True,43,2,210
1001,1,twin,high_activity,3,2,19,4,cloudy,hot,service,True,36,0,0
1001,1,twin,high_activity,3,2,21,5,bad,hot,work,True,3262,2,795
1001,1,twin,high_activity,4,3,10,1,clear,mild,home,True,4,1,0
1001,1,twin,high_activity,4,3,14,2,clear,warm,shopping,False,44,0,0
1001,1,twin,high_activity,4,3,16,3,clear,warm,shopping,True,0,0,0
1001,1,twin,high_activity,4,3,19,4,clear,warm,shopping,True,363,2,432
1001,1,twin,high_activity,4,3,21,5,cloudy,warm,service,True,0,2,512
1001,1,twin,high_activity,5,4,10,1,cloudy,hot,home,True,0,2,0
1001,1,twin,high_activity,5,4,14,2,cloudy,hot,activity,False,22,0,0
1001,1,twin,high_activity,5,4,16,3,cloudy,warm,home,True,150,2,486
1001,1,twin,high_activity,5,4,19,4,clear,warm,home,True,421,0,165
1001,1,twin,high_activity,5,4,21,5,clear,cold,home,True,0,0,0
1001,1,twin,high_activity,6,5,10,1,cloudy,hot,shopping,False,0,0,0
1001,1,twin,high_activity,6,5,14,2,cloudy,warm,dining,True,148,2,318
1001,1,twin,high_activity,6,5,16,3,cloudy,warm,home,True,542,1,348
1001,1,twin,high_activity,6,5,19,4,cloudy,hot,home,True,212,0,285
1001,1,twin,high_activity,6,5,21,5,clear,hot,home,True,3941,2,665
1001,1,twin,high_activity,7,6,10,1,clear,warm,home,True,144,0,0
1001,1,twin,high_activity,7,6,14,2,clear,warm,home,False,211,0,385
1001,1,twin,high_activity,7,6,16,3,clear,hot,home,True,0,0,0
1001,1,twin,high_activity,7,6,19,4,clear,hot,home,True,138,1,231
1001,1,twin,high_activity,7,6,21,5,clear,hot,home,True,513,2,665
1001,1,twin,high_activity,8,0,10,1,cloudy,warm,home,False,0,0,0
1001,1,twin,high_activity,8,0,14,2,cloudy,hot,home,True,232,0,495
1001,1,twin,high_activity,8,0,16,3,clear,hot,work,True,21,0,0
1001,1,twin,high_activity,8,0,19,4,cloudy,hot,home,True,315,1,298
1001,1,twin,high_activity,8,0,21,5,cloudy,hot,shopping,True,77,2,575
1001,1,twin,high_activity,9,1,10,1,clear,mild,home,True,0,2,0
1001,1,twin,high_activity,9,1,14,2,clear,hot,home,True,0,1,256
1001,1,twin,high_activity,9,1,16,3,cloudy,warm,shopping,True,25,2,0
1001,1,twin,high_activity,9,1,19,4,cloudy,warm,service,True,168,1,378
1001,1,twin,high_activity,9,1,21,5,cloudy,warm,home,True,0,1,0
1001,1,twin,high_activity,10,2,10,1,clear,hot,home,True,0,1,0
1001,1,twin,high_activity,10,2,14,2,cloudy,warm,work,True,25,2,0
1001,1,twin,high_activity,10,2,16,3,clear,warm,dining,True,0,2,0
1001,1,twin,high_activity,10,2,19,4,clear,hot,work,True,410,1,357
1001,1,twin,high_activity,10,2,21,5,clear,hot,home,True,154,2,197
1001,1,twin,high_activity,11,3,10,1,cloudy,warm,home,True,0,2,0
1001,1,twin,high_activity,11,3,14,2,cloudy,warm,dining,True,0,0,0
1001,1,twin,high_activity,11,3,16,3,clear,warm,work,True,343,2,0
1001,1,twin,high_activity,11,3,19,4,clear,hot,work,True,257,1,286
1001,1,twin,high_activity,11,3,21,5,clear,hot,home,True,231,0,440
1001,1,twin,high_activity,12,4,10,1,cloudy,warm,home,True,0,0,0
1001,1,twin,high_activity,12,4,14,2,cloudy,warm,home,False,30,0,0
1001,1,twin,high_activity,12,4,16,3,cloudy,warm,work,True,10,1,0
1001,1,twin,high_activity,12,4,19,4,cloudy,warm,work,False,42,0,0
1001,1,twin,high_activity,12,4,21,5,cloudy,mild,work,True,0,2,0
1001,1,twin,high_activity,13,5,10,1,cloudy,warm,home,True,0,1,0
1001,1,twin,high_activity,13,5,14,2,cloudy,warm,home,True,4674,2,290
1001,1,twin,high_activity,13,5,16,3,cloudy,warm,shopping,True,463,0,382
1001,1,twin,high_activity,13,5,19,4,cloudy,hot,dining,True,1254,1,158
1001,1,twin,high_activity,13,5,21,5,cloudy,hot,home,True,583,0,899
1001,1,twin,high_activity,14,6,10,1,cloudy,hot,home,True,0,1,0
1001,1,twin,high_activity,14,6,14,2,clear,hot,home,True,64,1,0
1001,1,twin,high_activity,14,6,16,3,cloudy,hot,dining,True,0,0,0
1001,1,twin,high_activity,14,6,19,4,cloudy,hot,shopping,True,245,0,0
1001,1,twin,high_activity,14,6,21,5,cloudy,warm,dining,True,122,2,145
1001,1,twin,high_activity,15,0,10,1,cloudy,warm,home,True,0,0,0
1001,1,twin,high_activity,15,0,14,2,cloudy,warm,home,True,12,2,0
1001,1,twin,high_activity,15,0,16,3,clear,warm,work,True,0,2,0
1001,1,twin,high_activity,15,0,19,4,cloudy,warm,dining,True,290,1,0
1001,1,twin,high_activity,15,0,21,5,cloudy,warm,work,True,0,2,0
1001,1,twin,high_activity,16,1,10,1,cloudy,mild,home,True,0,2,0
1001,1,twin,high_activity,16,1,14,2,cloudy,hot,dining,True,0,2,0
1001,1,twin,high_activity,16,1,16,3,cloudy,hot,home,True,55,0,0
1001,1,twin,high_activity,16,1,19,4,cloudy,hot,home,True,724,0,936
1001,1,twin,high_activity,16,1,21,5,cloudy,warm,work,True,3551,0,460
1001,1,twin,high_activity,17,2,10,1,clear,mild,home,True,0,0,0
1001,1,twin,high_activity,17,2,14,2,clear,cold,home,True,23,0,0
1001,1,twin,high_activity,17,2,16,3,cloudy,warm,service,True,245,2,226
1001,1,twin,high_activity,17,2,19,4,clear,warm,service,True,98,1,162
1001,1,twin,high_activity,17,2,21,5,clear,warm,activity,True,435,1,460
1001,1,twin,high_activity,18,3,10,1,cloudy,hot,work,True,0,1,0
1001,1,twin,high_activity,18,3,14,2,clear,hot,home,True,168,1,192
1001,1,twin,high_activity,18,3,16,3,clear,hot,dining,True,69,2,284
1001,1,twin,high_activity,18,3,19,4,clear,hot,work,True,187,0,243
1001,1,twin,high_activity,18,3,21,5,cloudy,hot,home,True,2382,1,340
1001,1,twin,high_activity,19,4,10,1,cloudy,hot,service,True,0,1,0
1001,1,twin,high_activity,19,4,14,2,cloudy,hot,home,True,97,1,0
1001,1,twin,high_activity,19,4,16,3,cloudy,warm,home,True,78,1,0
1001,1,twin,high_activity,19,4,19,4,cloudy,mild,work,True,1173,0,317
1001,1,twin,high_activity,19,4,21,5,bad,warm,dining,True,348,0,350
1001,1,twin,high_activity,20,5,10,1,cloudy,warm,home,True,0,0,0
1001,1,twin,high_activity,20,5,14,2,cloudy,hot,service,True,816,2,310
1001,1,twin,high_activity,20,5,16,3,cloudy,hot,service,True,208,1,218
1001,1,twin,high_activity,20,5,19,4,cloudy,hot,service,True,230,0,804
1001,1,twin,high_activity,20,5,21,5,cloudy,hot,service,True,28,0,189
1001,1,twin,high_activity,21,6,10,1,cloudy,warm,shopping,True,0,1,0
1001,1,twin,high_activity,21,6,14,2,clear,warm,service,True,46,1,0
1001,1,twin,high_activity,21,6,16,3,cloudy,warm,service,True,685,1,248
1001,1,twin,high_activity,21,6,19,4,cloudy,cold,dining,True,1342,0,603
1001,1,twin,high_activity,21,6,21,5,clear,mild,shopping,True,1438,1,223
1001,1,twin,high_activity,22,0,10,1,cloudy,warm,work,True,0,1,0
1001,1,twin,high_activity,22,0,14,2,cloudy,hot,dining,True,34,0,0
1001,1,twin,high_activity,22,0,16,3,clear,hot,work,True,0,2,0
1001,1,twin,high_activity,22,0,19,4,clear,hot,home,True,282,2,297
1001,1,twin,high_activity,22,0,21,5,clear,hot,home,True,1270,0,580
1001,1,twin,high_activity,23,1,10,1,bad,cold,home,True,0,0,0
1001,1,twin,high_activity,23,1,14,2,bad,warm,work,True,91,0,0
1001,1,twin,high_activity,23,1,16,3,cloudy,warm,home,True,53,0,0
1001,1,twin,high_activity,23,1,19,4,clear,warm,work,True,118,1,123
1001,1,twin,high_activity,23,1,21,5,clear,hot,home,True,193,2,287
1001,1,twin,high_activity,24,2,10,1,cloudy,hot,home,True,0,2,0
1001,1,twin,high_activity,24,2,14,2,cloudy,warm,home,True,418,0,411
1001,1,twin,high_activity,24,2,16,3,cloudy,warm,home,True,241,2,236
1001,1,twin,high_activity,24,2,19,4,bad,warm,work,True,16,0,0
1001,1,twin,high_activity,24,2,21,5,cloudy,warm,home,True,141,0,442
1001,1,twin,high_activity,25,3,10,1,cloudy,hot,home,True,0,0,0
1001,1,twin,high_activity,25,3,14,2,cloudy,warm,home,True,98,0,208
1001,1,twin,high_activity,25,3,16,3,cloudy,warm,dining,True,16,0,0
1001,1,twin,high_activity,25,3,19,4,cloudy,warm,work,True,5000,1,208
1001,1,twin,high_activity,25,3,21,5,clear,warm,work,True,30,1,0
1001,1,twin,high_activity,26,4,10,1,clear,warm,home,True,0,2,0
1001,1,twin,high_activity,26,4,14,2,clear,warm,work,True,87,1,212
1001,1,twin,high_activity,26,4,16,3,clear,warm,work,True,243,0,0
1001,1,twin,high_activity,26,4,19,4,clear,warm,home,True,17,1,167
1001,1,twin,high_activity,26,4,21,5,cloudy,warm,home,False,1149,0,1217
1001,1,twin,high_activity,27,5,10,1,clear,warm,shopping,True,0,1,0
1001,1,twin,high_activity,27,5,14,2,clear,warm,shopping,True,53,2,149
1001,1,twin,high_activity,27,5,16,3,cloudy,warm,dining,True,0,2,0
1001,1,twin,high_activity,27,5,19,4,cloudy,hot,shopping,True,55,0,168
1001,1,twin,high_activity,27,5,21,5,clear,hot,dining,True,1018,1,150
1001,1,twin,high_activity,28,6,10,1,cloudy,hot,shopping,True,18,1,0
1001,1,twin,high_activity,28,6,14,2,cloudy,warm,service,True,195,0,472
1001,1,twin,high_activity,28,6,16,3,clear,hot,dining,True,102,0,289
1001,1,twin,high_activity,28,6,19,4,clear,hot,shopping,False,318,0,181
1001,1,twin,high_activity,28,6,21,5,clear,hot,dining,True,324,0,549
1001,1,twin,high_activity,29,0,10,1,clear,cool,home,True,3,2,0
1001,1,twin,high_activity,29,0,14,2,cloudy,warm,home,True,0,1,0
1001,1,twin,high_activity,29,0,16,3,cloudy,warm,work,True,296,0,190
1001,1,twin,high_activity,29,0,19,4,cloudy,mild,work,True,54,0,196
1001,1,twin,high_activity,29,0,21,5,clear,hot,service,True,75,0,380
1001,1,twin,high_activity,30,1,10,1,cloudy,hot,home,True,0,0,0
1001,1,twin,high_activity,30,1,14,2,cloudy,hot,work,True,172,2,218
1001,1,twin,high_activity,30,1,16,3,bad,hot,work,True,29,1,0
1001,1,twin,high_activity,30,1,19,4,bad,hot,work,True,126,2,173
1001,1,twin,high_activity,30,1,21,5,cloudy,hot,service,True,597,0,490
1001,1,twin,high_activity,31,2,10,1,clear,warm,home,True,0,2,0
1001,1,twin,high_activity,31,2,14,2,clear,warm,work,True,40,0,178
1001,1,twin,high_activity,31,2,16,3,clear,mild,home,True,3330,0,368
1001,1,twin,high_activity,31,2,19,4,clear,mild,work,True,274,2,368
1001,1,twin,high_activity,31,2,21,5,clear,hot,home,True,130,0,115
1001,1,twin,high_activity,32,3,10,1,clear,warm,home,True,0,0,0
1001,1,twin,high_activity,32,3,14,2,clear,warm,work,True,192,2,258
1001,1,twin,high_activity,32,3,16,3,clear,warm,home,True,91,2,290
1001,1,twin,high_activity,32,3,19,4,cloudy,warm,shopping,True,0,1,0
1001,1,twin,high_activity,32,3,21,5,clear,hot,service,True,0,2,0
1001,1,twin,high_activity,33,4,10,1,clear,warm,home,True,14,0,0
1001,1,twin,high_activity,33,4,14,2,cloudy,mild,work,True,117,0,224
1001,1,twin,high_activity,33,4,16,3,cloudy,warm,home,False,0,0,0
1001,1,twin,high_activity,33,4,19,4,clear,warm,home,True,17,1,0
1001,1,twin,high_activity,33,4,21,5,clear,warm,home,True,0,1,0
1001,1,twin,high_activity,34,5,10,1,cloudy,hot,dining,True,0,0,0
1001,1,twin,high_activity,34,5,14,2,cloudy,hot,home,True,38,0,265
1001,1,twin,high_activity,34,5,16,3,clear,warm,home,True,284,1,238
1001,1,twin,high_activity,34,5,19,4,cloudy,warm,service,True,41,2,0
1001,1,twin,high_activity,34,5,21,5,bad,mild,dining,True,277,1,0
1001,1,twin,high_activity,35,6,10,1,cloudy,hot,home,True,0,0,0
1001,1,twin,high_activity,35,6,14,2,clear,hot,shopping,True,642,0,555
1001,1,twin,high_activity,35,6,16,3,cloudy,hot,service,True,755,1,266
1001,1,twin,high_activity,35,6,19,4,clear,hot,dining,False,25,0,0
1001,1,twin,high_activity,35,6,21,5,clear,hot,shopping,True,132,2,127
1002,1,sibling,high_activity,1,0,11,1,cloudy,hot,shopping,False,0,0,0
1002,1,sibling,high_activity,1,0,15,2,cloudy,hot,service,False,214,0,0
1002,1,sibling,high_activity,1,0,17,3,cloudy,warm,activity,True,404,0,414
1002,1,sibling,high_activity,1,0,20,4,clear,warm,home,True,56,1,170
1002,1,sibling,high_activity,1,0,22,5,clear,warm,dining,True,401,2,450
1002,1,sibling,high_activity,2,1,11,1,clear,warm,service,True,0,2,0
1002,1,sibling,high_activity,2,1,15,2,cloudy,hot,service,True,248,1,310
1002,1,sibling,high_activity,2,1,17,3,cloudy,hot,service,True,360,0,223
1002,1,sibling,high_activity,2,1,20,4,cloudy,hot,service,True,2411,1,390
1002,1,sibling,high_activity,2,1,22,5,cloudy,warm,work,True,129,0,418
1002,1,sibling,high_activity,3,2,11,1,clear,hot,service,True,0,2,0
