decision_datetime,is.randomized,snooze.status,intransit,avail,send,returned.message,response,dec.precipitation.chance,uid,decision_idx_nogap,decision_date,decision_slot,steps30,steps30pre,steps10,weather,temp,loc
2015-08-02 18:31:55,False,False,False,True,0,donotnotify,no_send,15.0,1,56.0,2015-08-02,3.0,249.0,431.0,115.0,clear,hot,home
2015-08-02 21:31:05,False,False,False,True,0,donotnotify,no_send,15.0,1,57.0,2015-08-02,4.0,358.0,759.0,18.0,clear,hot,home
2015-08-02 23:31:33,True,False,False,True,1,What about hiding the remote tonight Adjusting the channel and volume manually keep you moving just a bit while you relax,no_response,15.0,1,58.0,2015-08-02,5.0,279.0,305.0,188.0,clear,hot,home
2015-08-03 10:31:51,True,False,False,True,1,Hey you Have you been sitting for a while Can you take a 5 minute walking break,bad,0.0,1,59.0,2015-08-03,1.0,611.0,27.0,411.0,cloudy,mild,home
2015-08-03 16:31:30,True,False,False,True,2,What would it take for you to get a 1520 minute walk in this afternoon How could you make that happen,good,0.0,1,60.0,2015-08-03,2.0,0.0,19.0,0.0,clear,warm,work
2015-08-03 18:31:03,True,False,False,True,2,The office can be stuffy Could you go for a walk to get some fresh air,no_response,0.0,1,61.0,2015-08-03,3.0,0.0,294.0,0.0,clear,warm,work
2015-08-03 21:31:30,True,False,False,True,2,Dont forget that household activities increase your step count too Can you clean out a closet or rearrange a room tonight,good,0.0,1,62.0,2015-08-03,4.0,845.0,974.0,169.0,clear,warm,home
2015-08-03 23:31:42,True,False,False,True,2,Some fresh evening air is a great way to unwind after a long day Are you up for a brisk walk,no_response,0.0,1,63.0,2015-08-03,5.0,857.0,0.0,0.0,clear,warm,dining
2015-08-04 10:31:39,True,False,False,True,1,Dont forget to stretch at the weekend too Reach high then to the front then to the ground feel the tension release,good,0.0,1,64.0,2015-08-04,1.0,456.0,0.0,183.0,cloudy,cool,home
2015-08-04 16:31:35,False,False,False,True,0,donotnotify,no_send,0.0,1,65.0,2015-08-04,2.0,303.0,216.0,278.0,clear,warm,work
2015-08-04 18:31:05,False,False,False,True,0,donotnotify,no_send,0.0,1,66.0,2015-08-04,3.0,0.0,15.0,0.0,cloudy,warm,work
2015-08-04 21:31:52,False,False,False,True,0,donotnotify,no_send,0.0,1,67.0,2015-08-04,4.0,390.0,346.0,199.0,cloudy,cold,home
2015-08-04 23:31:40,True,False,True,False,0,donotnotify,no_send,0.0,1,68.0,2015-08-04,5.0,69.0,491.0,69.0,cloudy,warm,shopping
2015-08-05 10:31:20,False,False,False,True,0,donotnotify,no_send,2.0,1,69.0,2015-08-05,1.0,551.0,0.0,0.0,clear,cool,home
2015-08-05 16:31:54,False,False,False,True,0,donotnotify,no_send,0.0,1,70.0,2015-08-05,2.0,330.0,686.0,149.0,clear,warm,home
2015-08-05 18:32:19,True,False,False,True,1,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,no_response,0.0,1,71.0,2015-08-05,3.0,565.0,589.0,0.0,clear,hot,home
2015-08-05 21:31:30,False,False,False,True,0,donotnotify,no_send,0.0,1,72.0,2015-08-05,4.0,18.0,60.0,18.0,cloudy,warm,home
2015-08-05 23:31:27,False,False,False,True,0,donotnotify,no_send,0.0,1,73.0,2015-08-05,5.0,1531.0,619.0,613.0,cloudy,warm,activity
2015-08-06 10:31:51,False,False,False,True,0,donotnotify,no_send,0.0,1,74.0,2015-08-06,1.0,160.0,0.0,82.0,clear,cool,home
2015-08-06 16:32:13,True,False,False,True,2,Is now a good time for a stroll through the office Maybe say hello to your colleague at the far end that you rarely see anymore,good,0.0,1,75.0,2015-08-06,2.0,135.0,137.0,86.0,clear,warm,work
2015-08-06 18:31:54,False,False,False,True,0,donotnotify,no_send,0.0,1,76.0,2015-08-06,3.0,0.0,396.0,0.0,cloudy,warm,work
2015-08-06 21:31:30,True,False,False,True,1,Dont forget to stretch at the weekend too Reach high then to the front then to the ground feel the tension release,bad,0.0,1,77.0,2015-08-06,4.0,40.0,396.0,0.0,cloudy,warm,home
2015-08-06 23:31:49,True,False,False,True,1,Hey you Have you been sitting for a while Can you take a 5 minute walking break,good,0.0,1,78.0,2015-08-06,5.0,392.0,365.0,76.0,cloudy,mild,shopping
2015-08-07 10:33:05,True,False,False,True,1,Good morning When you get to work how about going for a 510 minute walk before settling in at your desk,good,0.0,1,79.0,2015-08-07,1.0,498.0,207.0,0.0,cloudy,cool,home
2015-08-07 16:31:41,True,False,False,True,2,Afternoons are great for walks How will you feel if you take a short break to clear your head,bad,0.0,1,80.0,2015-08-07,2.0,470.0,748.0,289.0,clear,warm,work
2015-08-07 18:32:07,True,False,False,True,2,How about taking a few minutes to enjoy nature Head outside walk until you see a wild animal even if its just a squirrel,bad,0.0,1,81.0,2015-08-07,3.0,147.0,608.0,147.0,cloudy,warm,work
2015-08-07 21:32:18,True,False,False,True,1,Quick look at the clock If the minute ends in an odd number try to remain standing for the next 5 minutes,bad,0.0,1,82.0,2015-08-07,4.0,66.0,98.0,0.0,cloudy,warm,home
2015-08-07 23:31:50,True,False,False,True,2,How do you feel on days you dont walk What could you do to fit in a walk even 510 minutes tonight,no_response,0.0,1,83.0,2015-08-07,5.0,334.0,92.0,18.0,cloudy,warm,dining
2015-08-08 10:31:43,False,False,False,True,0,donotnotify,no_send,3.0,1,84.0,2015-08-08,1.0,0.0,0.0,0.0,cloudy,mild,home
2015-08-08 16:31:09,True,False,False,True,2,How about doing 100 jumping jacks tonight They dont have to be all at once Start with 25 now do more throughout the day,no_response,15.0,1,85.0,2015-08-08,2.0,926.0,1051.0,119.0,cloudy,warm,home
2015-08-08 18:31:27,True,False,False,True,1,Hows your energy level this afternoon A 1015 minute walk can enliven your body,no_response,15.0,1,86.0,2015-08-08,3.0,700.0,1189.0,298.0,cloudy,warm,home
2015-08-08 21:32:12,True,False,False,True,1,Feeling stiff Try standing up reaching down to touch your toes It might look silly but we bet it feels good,good,0.0,1,87.0,2015-08-08,4.0,603.0,750.0,346.0,cloudy,warm,home
2015-08-08 23:33:15,False,False,False,True,0,donotnotify,no_send,0.0,1,88.0,2015-08-08,5.0,462.0,351.0,25.0,cloudy,warm,home
2015-08-09 10:31:52,True,False,False,True,2,Hey youre pretty tough Do you think you can take a brisk 15min walk before heading to work to rev up your body for the day,bad,0.0,1,89.0,2015-08-09,1.0,0.0,0.0,0.0,cloudy,mild,home
2015-08-09 16:31:30,False,False,False,True,0,donotnotify,no_send,0.0,1,90.0,2015-08-09,2.0,356.0,29.0,0.0,cloudy,warm,shopping
2015-08-09 18:32:24,True,False,False,True,1,Quick look at the clock If the minute ends in an odd number try to remain standing for the next 5 minutes,no_response,0.0,1,91.0,2015-08-09,3.0,46.0,369.0,46.0,cloudy,hot,dining
2015-08-09 21:31:32,True,False,False,True,2,How about taking a few minutes to enjoy nature Head outside walk until you see a wild animal even if its just a squirrel,no_response,0.0,1,92.0,2015-08-09,4.0,997.0,273.0,160.0,cloudy,warm,home
2015-08-09 23:31:02,False,False,False,True,0,donotnotify,no_send,0.0,1,93.0,2015-08-09,5.0,453.0,218.0,128.0,cloudy,warm,home
2015-08-10 10:32:11,True,False,False,True,2,A short jaunt through the neighborhood this morning would be a great way to start the day Can you make it happen,bad,0.0,1,94.0,2015-08-10,1.0,315.0,0.0,0.0,cloudy,mild,home
2015-08-10 16:32:31,True,False,False,True,1,Quick look at the clock If the hour is odd do that many toetouches stand reach to ceiling reach to toes repeat,good,60.0,1,95.0,2015-08-10,2.0,604.0,710.0,368.0,cloudy,warm,work
2015-08-10 18:31:31,False,False,False,True,0,donotnotify,no_send,59.0,1,96.0,2015-08-10,3.0,184.0,0.0,0.0,bad,warm,work
2015-08-10 21:31:50,False,False,False,True,0,donotnotify,no_send,15.0,1,97.0,2015-08-10,4.0,185.0,401.0,97.0,cloudy,warm,home
2015-08-10 23:35:47,False,False,False,True,0,donotnotify,no_send,35.0,1,98.0,2015-08-10,5.0,667.0,1130.0,224.0,cloudy,warm,home
2015-08-11 10:31:49,True,False,False,True,2,Hey youre pretty tough Do you think you can take a brisk 15min walk before heading to work to rev up your body for the day,bad,0.0,1,99.0,2015-08-11,1.0,364.0,0.0,62.0,cloudy,mild,home
2015-08-11 16:31:31,False,False,False,True,0,donotnotify,no_send,15.0,1,100.0,2015-08-11,2.0,578.0,206.0,505.0,clear,warm,work
2015-08-11 18:31:45,True,False,False,True,2,You know that new coffee shop by your office youve been meaning to try Why not walk there now grab a drink,bad,15.0,1,101.0,2015-08-11,3.0,0.0,0.0,0.0,cloudy,warm,work
2015-08-11 21:31:30,False,False,False,True,0,donotnotify,no_send,0.0,1,102.0,2015-08-11,4.0,223.0,489.0,132.0,clear,hot,home
2015-08-11 23:35:20,False,False,False,True,0,donotnotify,no_send,0.0,1,103.0,2015-08-11,5.0,263.0,0.0,119.0,cloudy,warm,dining
2015-09-01 10:32:06,False,False,False,True,0,donotnotify,no_send,0.0,1,104.0,2015-09-01,1.0,0.0,0.0,0.0,cloudy,cool,home
2015-09-01 16:32:47,True,False,False,True,1,Pamper your body a bit Try standing up and stretching your legs arms and neck Feels good doesnt it,good,0.0,1,105.0,2015-09-01,2.0,564.0,45.0,0.0,clear,hot,work
2015-09-01 18:32:02,True,False,False,True,1,Hey you Have you been sitting for a while Can you take a 5 minute walking break,no_response,0.0,1,106.0,2015-09-01,3.0,188.0,454.0,60.0,cloudy,hot,work
2015-09-01 21:32:31,False,False,False,True,0,donotnotify,no_send,0.0,1,107.0,2015-09-01,4.0,0.0,24.0,0.0,cloudy,hot,home
2015-09-01 23:31:51,True,False,False,True,1,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,no_response,0.0,1,108.0,2015-09-01,5.0,0.0,99.0,0.0,clear,warm,dining
2015-09-02 10:33:04,False,False,False,True,0,donotnotify,no_send,0.0,1,109.0,2015-09-02,1.0,0.0,0.0,0.0,clear,mild,home
2015-09-02 16:32:11,False,False,False,True,0,donotnotify,no_send,15.0,1,110.0,2015-09-02,2.0,0.0,245.0,0.0,cloudy,warm,work
2015-09-02 18:31:49,True,False,False,True,1,What a great afternoon How about taking a walk around the block for some fresh air,good,15.0,1,111.0,2015-09-02,3.0,43.0,83.0,0.0,clear,hot,work
2015-09-02 21:32:49,True,False,False,True,1,Enjoying a night in You deserve it Take care of mind body by taking a break to stretch every half hour,no_response,15.0,1,112.0,2015-09-02,4.0,0.0,125.0,0.0,cloudy,hot,home
2015-09-02 23:31:56,True,False,False,True,2,Your body is an awesome invention How about expressing your gratitude with 10 minutes of walking tonight,no_response,15.0,1,113.0,2015-09-02,5.0,108.0,83.0,0.0,clear,hot,dining
2015-09-03 10:31:40,True,False,False,True,2,How about taking a few minutes to enjoy nature Head outside walk until you see a wild animal even if its just a squirrel,good,14.0,1,114.0,2015-09-03,1.0,807.0,0.0,57.0,clear,mild,home
2015-09-03 16:32:43,True,False,False,True,1,Sometimes the best stretches are the simplest For a fullbody stretch stand up plant your feet reach your arms up back,good,35.0,1,115.0,2015-09-03,2.0,397.0,276.0,64.0,clear,hot,work
2015-09-03 18:31:13,False,False,False,True,0,donotnotify,no_send,15.0,1,116.0,2015-09-03,3.0,266.0,149.0,52.0,clear,hot,work
2015-09-03 21:31:49,False,False,False,True,0,donotnotify,no_send,60.0,1,117.0,2015-09-03,4.0,630.0,168.0,97.0,cloudy,warm,home
2015-09-03 23:31:42,True,False,False,True,2,Bad day Good day Either waywe bet youll feel better after a 1015 minute walk Where can you head right now,no_response,21.0,1,118.0,2015-09-03,5.0,0.0,0.0,0.0,bad,mild,dining
2015-09-04 10:31:45,True,False,False,True,2,Its a biological fact sunlight invigorates the body Can you wake up your senses with a 15 minute walk today,good,1.0,1,119.0,2015-09-04,1.0,838.0,0.0,162.0,cloudy,mild,home
2015-09-04 16:31:31,False,False,False,True,0,donotnotify,no_send,0.0,1,120.0,2015-09-04,2.0,682.0,19.0,93.0,cloudy,cold,work
2015-09-04 18:31:06,True,False,False,True,2,How do your legs feel Bet theyd love a walk outside How about stretching them out with 1000 steps,good,15.0,1,121.0,2015-09-04,3.0,168.0,0.0,0.0,cloudy,warm,service
2015-09-04 21:31:33,True,False,False,True,2,If you take a brisk walk now how will you feel for the rest of the day Spoiler alert More energized,no_response,15.0,1,122.0,2015-09-04,4.0,136.0,136.0,87.0,cloudy,warm,service
2015-09-04 23:31:12,False,False,False,True,0,donotnotify,no_send,15.0,1,123.0,2015-09-04,5.0,736.0,635.0,443.0,cloudy,warm,work
2015-09-05 10:35:59,False,False,False,True,0,donotnotify,no_send,0.0,1,124.0,2015-09-05,1.0,0.0,0.0,0.0,cloudy,mild,home
2015-09-05 16:31:07,False,False,False,True,0,donotnotify,no_send,75.0,1,125.0,2015-09-05,2.0,42.0,311.0,0.0,bad,mild,home
2015-09-05 18:31:32,True,False,False,True,1,Sometimes the best stretches are the simplest For a fullbody stretch stand up plant your feet reach your arms up back,no_response,36.0,1,126.0,2015-09-05,3.0,821.0,556.0,533.0,cloudy,warm,home
2015-09-05 21:31:05,True,False,True,False,0,donotnotify,no_send,15.0,1,127.0,2015-09-05,4.0,229.0,127.0,0.0,clear,warm,dining
2015-09-05 23:31:06,True,False,False,True,1,Sometimes the best stretches are the simplest For a fullbody stretch stand up plant your feet reach your arms up back,good,0.0,1,128.0,2015-09-05,5.0,152.0,161.0,21.0,clear,warm,shopping
2015-09-06 10:34:02,False,False,False,True,0,donotnotify,no_send,0.0,1,129.0,2015-09-06,1.0,0.0,0.0,0.0,clear,mild,dining
2015-09-06 16:34:44,False,False,False,True,0,donotnotify,no_send,0.0,1,130.0,2015-09-06,2.0,59.0,0.0,0.0,clear,hot,home
2015-09-06 18:31:52,True,False,False,True,1,What a great afternoon How about taking a walk around the block for some fresh air,no_response,0.0,1,131.0,2015-09-06,3.0,0.0,343.0,0.0,clear,hot,home
2015-09-06 21:31:03,True,False,False,True,2,Happy Tired Anxious Whatever your mood we bet a short stroll this evening can improve it,good,1.0,1,132.0,2015-09-06,4.0,53.0,264.0,0.0,clear,hot,home
2015-09-06 23:31:34,False,False,False,True,0,donotnotify,no_send,0.0,1,133.0,2015-09-06,5.0,1346.0,183.0,72.0,clear,hot,home
2015-09-07 16:33:35,True,False,False,True,2,Your body is awesome How about expressing your gratitude with a 30 minute walk today,no_response,15.0,1,135.0,2015-09-07,2.0,1115.0,910.0,422.0,clear,hot,home
2015-09-07 18:31:11,True,False,False,True,1,Quick look at the clock If the minute ends in an odd number try to remain standing for the next 5 minutes,no_response,15.0,1,136.0,2015-09-07,3.0,577.0,75.0,75.0,clear,hot,home
2015-09-07 21:31:11,False,False,False,True,0,donotnotify,no_send,15.0,1,137.0,2015-09-07,4.0,316.0,65.0,35.0,clear,hot,shopping
2015-09-07 23:33:36,True,False,False,True,1,Just a reminder that you rock How about thanking your body for all that it does by standing up and giving it a big stretch,no_response,35.0,1,138.0,2015-09-07,5.0,0.0,97.0,0.0,cloudy,warm,shopping
2015-09-08 10:31:51,False,False,True,False,0,donotnotify,no_send,0.0,1,139.0,2015-09-08,1.0,946.0,0.0,39.0,cloudy,mild,dining
2015-09-08 16:34:34,False,False,False,True,0,donotnotify,no_send,30.0,1,140.0,2015-09-08,2.0,732.0,146.0,732.0,cloudy,warm,work
2015-09-08 18:31:30,False,False,False,True,0,donotnotify,no_send,52.0,1,141.0,2015-09-08,3.0,263.0,1549.0,200.0,clear,hot,work
2015-09-08 21:31:42,True,False,False,True,2,Tonight what if you swap 30 minutes of TV for a 30min walk Or if your favorite show is on walk in place during commercials,no_response,15.0,1,142.0,2015-09-08,4.0,159.0,128.0,80.0,cloudy,warm,home
2015-09-08 23:31:41,True,False,False,True,2,Thomas Jefferson said Habituate yourself to walk very far We say it doesnt have to be farjust try to walk every day,no_response,15.0,1,143.0,2015-09-08,5.0,205.0,375.0,147.0,cloudy,hot,shopping
2015-09-09 10:31:53,True,False,False,True,1,Hey you Have you been sitting for a while Can you take a 5 minute walking break,bad,15.0,1,144.0,2015-09-09,1.0,298.0,0.0,0.0,cloudy,mild,home
2015-09-09 16:31:38,True,False,False,True,1,A lowerleg exercise you can do at your desk rotate your right foot clockwise 15 times then counterclockwise Repeat with left foot,no_response,15.0,1,145.0,2015-09-09,2.0,0.0,302.0,0.0,cloudy,warm,work
2015-09-09 18:31:31,True,False,False,True,1,Just a reminder that you rock How about thanking your body for all that it does by standing up and giving it a big stretch,no_response,15.0,1,146.0,2015-09-09,3.0,82.0,123.0,0.0,cloudy,warm,work
2015-09-09 21:31:40,True,False,False,True,1,Feeling stiff Try standing up reaching down to touch your toes It might look silly but we bet it feels good,good,0.0,1,147.0,2015-09-09,4.0,72.0,41.0,45.0,cloudy,warm,home
2015-09-09 23:32:10,False,False,False,True,0,donotnotify,no_send,0.0,1,148.0,2015-09-09,5.0,0.0,0.0,0.0,cloudy,mild,home
2015-09-10 10:33:08,True,False,False,True,2,Are your windows looking a bit grimy Grab a rag wipe in big circles to work your arms get those windows squeakyclean,bad,0.0,1,149.0,2015-09-10,1.0,0.0,0.0,0.0,clear,cool,home
